"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.066383,0.02909,0.004002,0.051646,0.05198,0.051618
-0.10821,0.024819,0.0043738,0.15079,0.044456,0.044181
-0.045459,0.11013,0.003488,0.043907,0.15133,0.044
-0.049652,0.034786,0.015354,0.044161,0.044478,0.15077
-0.17825,0.016162,0.0048148,0.24813,0.042959,0.042788
-0.08883,0.084941,0.0028468,0.13994,0.14081,0.036968
-0.10774,0.025149,0.011179,0.14029,0.037182,0.14026
-0.032415,0.16257,0.0020238,0.042591,0.24851,0.04282
-0.04045,0.10285,0.0080045,0.036847,0.14084,0.14014
-0.052542,0.030383,0.013341,0.042851,0.043025,0.24823
-0.22585,0.010268,0.005304,0.34848,0.042647,0.042433
-0.15097,0.062214,0.0031911,0.24376,0.13794,0.03717
-0.1744,0.016257,0.013641,0.24397,0.037317,0.13758
-0.067358,0.13444,0.0015759,0.13726,0.24437,0.037278
-0.08493,0.082152,0.0081297,0.13009,0.13061,0.13021
-0.10455,0.023979,0.017204,0.13763,0.03731,0.24389
-0.02279,0.2056,0.0011266,0.04226,0.34872,0.042463
-0.029476,0.15723,0.0037312,0.037078,0.24436,0.13767
-0.039904,0.1028,0.0084126,0.037215,0.13802,0.24413
-0.050607,0.03013,0.019448,0.042437,0.042506,0.34861
-0.26325,0.0059928,0.0059625,0.44934,0.042494,0.042317
-0.19632,0.043202,0.0037491,0.34672,0.13714,0.037438
-0.22254,0.010536,0.01605,0.34686,0.037508,0.13666
-0.11794,0.10317,0.0018898,0.24163,0.24222,0.038288
-0.14947,0.05903,0.010196,0.23992,0.1297,0.12952
-0.17284,0.016109,0.022513,0.24184,0.038293,0.24183
-0.049955,0.17564,0.00074435,0.13638,0.34712,0.037495
-0.063984,0.13377,0.0043559,0.12936,0.24028,0.12955
-0.084446,0.08019,0.013364,0.1295,0.12974,0.23999
-0.10442,0.023595,0.024812,0.13669,0.037518,0.34683
-0.015971,0.23925,0.00033626,0.042162,0.4494,0.04233
-0.020854,0.20195,0.0011869,0.037321,0.34712,0.1368
-0.029666,0.1564,0.0046134,0.038266,0.24223,0.24207
-0.040207,0.10014,0.014678,0.037386,0.13687,0.34709
-0.046364,0.030936,0.025847,0.042231,0.042327,0.44935
-0.29307,0.0026829,0.0067193,0.54979,0.042305,0.042272
-0.23211,0.028036,0.0044049,0.44867,0.13677,0.03748
-0.26019,0.0064717,0.018502,0.44862,0.037534,0.13635
-0.15584,0.073921,0.0023792,0.34557,0.24136,0.038828
-0.19693,0.040961,0.012526,0.34512,0.12957,0.12937
-0.22128,0.010806,0.027073,0.3457,0.038825,0.2409
-0.090748,0.13854,0.00092009,0.24071,0.34599,0.038839
-0.11738,0.10215,0.0057712,0.23812,0.23839,0.12986
-0.14909,0.058997,0.018232,0.23816,0.12992,0.23824
-0.17157,0.016309,0.031644,0.24091,0.038842,0.34568
-0.037575,0.20919,6.8437e-05,0.13609,0.44877,0.037532
-0.047873,0.1765,0.0015766,0.12923,0.34542,0.12941
-0.065285,0.13182,0.0083168,0.1298,0.23845,0.23823
-0.085239,0.078527,0.020165,0.12936,0.12947,0.34526
-0.10347,0.023377,0.032886,0.13623,0.037536,0.44864
-0.011622,0.26576,-0.00033061,0.042129,0.54978,0.04228
-0.01474,0.23613,-0.00094064,0.037373,0.44878,0.13649
-0.021665,0.20083,0.0010852,0.038819,0.34598,0.24118
-0.030766,0.15412,0.0097712,0.038823,0.2412,0.34597
-0.039882,0.097651,0.021779,0.037402,0.13648,0.44876
-0.049967,0.028036,0.034934,0.042154,0.042275,0.54976
-0.31665,-1.3619e-05,0.0073831,0.64992,0.042244,0.042206
-0.25984,0.015847,0.0050711,0.54955,0.13643,0.037428
-0.28982,0.0033514,0.020948,0.54945,0.03752,0.13625
-0.18648,0.04873,0.0029363,0.44806,0.24099,0.038969
-0.23385,0.026702,0.014811,0.44778,0.12944,0.12926
-0.25914,0.0069074,0.031263,0.44809,0.038969,0.24055
-0.12158,0.10202,0.0012428,0.34499,0.34543,0.039496
-0.15732,0.073265,0.0075824,0.34375,0.23764,0.13014
-0.19698,0.041984,0.022471,0.34381,0.13018,0.23736
-0.22001,0.011284,0.037674,0.3451,0.039497,0.34512
-0.070306,0.16835,0.00015388,0.24036,0.44826,0.038987
-0.090947,0.13889,0.0023677,0.23729,0.34404,0.13016
-0.11899,0.10197,0.011713,0.23648,0.23668,0.23655
-0.14935,0.05894,0.026296,0.23741,0.13018,0.34384
-0.16972,0.016555,0.040349,0.24048,0.038989,0.44809
-0.029345,0.23662,-0.00049771,0.13599,0.54954,0.037523
-0.036359,0.21066,-0.00063315,0.12913,0.44794,0.12931
-0.050148,0.17455,0.0036638,0.13011,0.34405,0.23743
-0.067445,0.12983,0.013887,0.13013,0.23749,0.34398
-0.085253,0.077268,0.027443,0.12921,0.12932,0.44785
-0.1015,0.023025,0.040804,0.13605,0.037522,0.54948
-0.0090244,0.28798,-0.00085523,0.042118,0.64993,0.042263
-0.010886,0.26298,-0.002765,0.037371,0.54954,0.13637
-0.015845,0.23504,-0.001974,0.038965,0.44826,0.24085
-0.023126,0.19868,0.0049255,0.039494,0.34539,0.3454
-0.031253,0.15146,0.016034,0.038969,0.24083,0.44826
-0.039875,0.095614,0.029751,0.037383,0.13636,0.54954
-0.043608,0.029447,0.041644,0.042126,0.04226,0.64992
-0.33513,-0.0022571,0.0080017,0.74995,0.042233,0.042209
-0.28129,0.0060915,0.0056247,0.64982,0.13632,0.0374
-0.3132,0.00074335,0.023129,0.64981,0.037495,0.13614
-0.2108,0.028004,0.0034782,0.54925,0.24076,0.038981
-0.26222,0.015374,0.016925,0.54903,0.12928,0.12919
-0.28894,0.0038817,0.03521,0.54923,0.038998,0.24044
-0.14724,0.069855,0.0016364,0.44774,0.34518,0.039679
-0.18904,0.048686,0.0094731,0.4469,0.23727,0.13018
-0.23422,0.028366,0.026285,0.44693,0.13022,0.237
-0.25807,0.007523,0.043236,0.44778,0.03968,0.34488
-0.095674,0.12663,0.00035188,0.34474,0.44797,0.039681
-0.12335,0.10226,0.0035768,0.34294,0.34327,0.13059
-0.15994,0.074295,0.014778,0.34212,0.23582,0.23569
-0.19713,0.043042,0.031831,0.34302,0.13061,0.34303
-0.21809,0.011785,0.047273,0.34482,0.039682,0.4478
-0.055581,0.19395,-0.00044531,0.24024,0.54932,0.039009
-0.070943,0.16927,-0.00022261,0.23694,0.44708,0.13021
-0.093691,0.1387,0.0058672,0.23564,0.34233,0.23573
-0.12125,0.10164,0.018167,0.23568,0.23578,0.34221
-0.14901,0.058966,0.034116,0.23702,0.13022,0.44696
-0.16736,0.01677,0.048447,0.2403,0.039009,0.54925
-0.023924,0.25999,-0.00094454,0.13596,0.64984,0.037514
-0.028687,0.23833,-0.0024106,0.12907,0.5491,0.12924
-0.039032,0.20874,-0.00019923,0.13016,0.44709,0.23709
-0.053152,0.17249,0.0077887,0.13059,0.34321,0.34319
-0.068832,0.12808,0.020194,0.13018,0.23709,0.44706
-0.08478,0.075884,0.035008,0.1291,0.12924,0.54906
-0.09928,0.02287,0.048779,0.13598,0.037513,0.64981
-0.0074552,0.30779,-0.0012699,0.042114,0.74998,0.042259
-0.0086193,0.28554,-0.0042414,0.037364,0.64984,0.13634
-0.011959,0.26193,-0.0045358,0.038984,0.54933,0.24074
-0.017421,0.23327,0.00058808,0.039679,0.44797,0.34517
-0.02407,0.19603,0.010231,0.03968,0.34515,0.44798
-0.031503,0.14859,0.023463,0.038987,0.24072,0.54933
-0.038543,0.093164,0.03804,0.037369,0.13633,0.64984
-0.05022,0.025355,0.05222,0.042117,0.042257,0.74998
-0.34988,-0.0042536,0.008558,0.84994,0.042254,0.042282
-0.29812,-0.0016287,0.0061309,0.7499,0.13629,0.037399
-0.33148,-0.0014235,0.025164,0.74993,0.037487,0.13615
-0.23012,0.011425,0.0039665,0.64971,0.24068,0.038976
-0.28428,0.0062719,0.018805,0.64957,0.1292,0.12913
-0.3125,0.0013664,0.038768,0.6497,0.038992,0.24037
-0.16818,0.043074,0.0020454,0.54908,0.34506,0.039708
-0.21408,0.02853,0.011315,0.54852,0.237,0.13014
-0.26295,0.017425,0.029824,0.54852,0.13018,0.2369
-0.28797,0.0045809,0.048407,0.54909,0.039709,0.34478
-0.11754,0.089428,0.00062242,0.44759,0.44783,0.039875
-0.14988,0.070358,0.0049708,0.44632,0.34287,0.13069
-0.1926,0.050675,0.017764,0.44566,0.23541,0.2353
-0.23458,0.030095,0.036913,0.44636,0.1307,0.34264
-0.25626,0.0081728,0.053765,0.44763,0.039875,0.44766
-0.077072,0.14884,-0.00031125,0.34465,0.54919,0.039711
-0.097495,0.12721,0.00056805,0.34255,0.44653,0.13069
-0.12724,0.10337,0.007827,0.34099,0.3412,0.23473
-0.16261,0.075508,0.022113,0.34102,0.23478,0.34105
-0.19668,0.044075,0.040414,0.34261,0.1307,0.44638
-0.21541,0.012278,0.055808,0.34469,0.039711,0.54911
-0.045564,0.21666,-0.0008802,0.2402,0.64974,0.039007
-0.05645,0.19511,-0.002167,0.23678,0.54861,0.13018
-0.074239,0.16907,0.0012141,0.23525,0.44582,0.23534
-0.097201,0.13834,0.010473,0.2347,0.34116,0.34112
-0.12289,0.10149,0.024812,0.23529,0.23536,0.44574
-0.14801,0.058985,0.041659,0.23683,0.13018,0.54855
-0.16417,0.016994,0.055914,0.24023,0.039007,0.64971
-0.020602,0.28093,-0.0012846,0.13595,0.74994,0.03751
-0.023615,0.26178,-0.00379,0.12904,0.64961,0.12921
-0.031417,0.23645,-0.0032532,0.13012,0.54862,0.23694
-0.042408,0.20672,0.0025373,0.13068,0.44652,0.34281
-0.055444,0.17065,0.013029,0.13069,0.3428,0.44651
-0.069614,0.12635,0.027148,0.13013,0.23693,0.5486
-0.083656,0.074787,0.042786,0.12905,0.1292,0.6496
-0.096105,0.022286,0.056409,0.13596,0.037509,0.74993
-0.0065738,0.32652,-0.0015922,0.042113,0.84999,0.042258
-0.0072651,0.30563,-0.005384,0.03736,0.74994,0.13633
-0.0096532,0.28451,-0.0066393,0.03898,0.64975,0.2407
-0.013311,0.26045,-0.003053,0.039707,0.54919,0.34508
-0.018617,0.23104,0.0049483,0.039874,0.44783,0.44784
-0.024715,0.19306,0.016982,0.039709,0.34507,0.5492
-0.031276,0.14556,0.03159,0.038982,0.24069,0.64975
-0.038901,0.091442,0.04712,0.037362,0.13632,0.74994
-0.047691,0.024835,0.059927,0.042114,0.042257,0.84999
-0.36189,-0.006037,0.0090934,0.94998,0.042351,0.042295
-0.31137,-0.0079945,0.0066312,0.84986,0.13631,0.037424
-0.34611,-0.0033219,0.027093,0.85,0.037491,0.13627
-0.24564,-0.0016854,0.0044057,0.74987,0.24065,0.038971
-0.30168,-0.0009316,0.020547,0.74979,0.12917,0.12912
-0.33096,-0.00072413,0.042018,0.74988,0.038986,0.24038
-0.18549,0.021306,0.002435,0.64964,0.34501,0.039704
-0.2339,0.012427,0.012993,0.64929,0.23689,0.1301
-0.28532,0.0085813,0.033039,0.64928,0.13012,0.23682
-0.3117,0.0021242,0.053136,0.64963,0.039705,0.34473
