"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.076393,0.028573,0.0066606,0.051646,0.05198,0.051618
-0.10543,0.022037,0.0065247,0.15079,0.044456,0.044181
-0.049943,0.10716,0.0066748,0.043907,0.15133,0.044
-0.055333,0.035216,0.022006,0.044161,0.044478,0.15077
-0.17681,0.012502,0.006951,0.24813,0.042959,0.042788
-0.081857,0.075118,0.0043987,0.13994,0.14081,0.036968
-0.10573,0.022732,0.017529,0.14029,0.037182,0.14026
-0.033666,0.15011,0.0047907,0.042591,0.24851,0.04282
-0.041453,0.098629,0.015281,0.036847,0.14084,0.14014
-0.066262,0.027194,0.02561,0.042851,0.043025,0.24823
-0.2186,0.0058908,0.007532,0.34848,0.042647,0.042433
-0.14154,0.049999,0.0045626,0.24376,0.13794,0.03717
-0.17165,0.012943,0.019928,0.24397,0.037317,0.13758
-0.056856,0.11504,0.0028485,0.13726,0.24437,0.037278
-0.079409,0.07316,0.013037,0.13009,0.13061,0.13021
-0.10007,0.021207,0.027296,0.13763,0.03731,0.24389
-0.021636,0.18192,0.0035211,0.04226,0.34872,0.042463
-0.028228,0.14305,0.010483,0.037078,0.24436,0.13767
-0.043673,0.1002,0.018386,0.037215,0.13802,0.24413
-0.050774,0.032688,0.035501,0.042437,0.042506,0.34861
-0.24996,0.00067125,0.0085127,0.44934,0.042494,0.042317
-0.17931,0.02883,0.0050037,0.34672,0.13714,0.037438
-0.21385,0.0066301,0.022693,0.34686,0.037508,0.13666
-0.10274,0.080807,0.0029861,0.24163,0.24222,0.038288
-0.14035,0.047861,0.014685,0.23992,0.1297,0.12952
-0.16999,0.012999,0.032575,0.24184,0.038293,0.24183
-0.038136,0.14528,0.001942,0.13638,0.34712,0.037495
-0.055081,0.11494,0.0086481,0.12936,0.24028,0.12955
-0.07886,0.070606,0.02206,0.1295,0.12974,0.23999
-0.10065,0.021355,0.039179,0.13669,0.037518,0.34683
-0.013624,0.20428,0.0024929,0.042162,0.4494,0.04233
-0.018222,0.17649,0.0074042,0.037321,0.34712,0.1368
-0.029431,0.14319,0.013876,0.038266,0.24223,0.24207
-0.040038,0.096507,0.028982,0.037386,0.13687,0.34709
-0.062805,0.026369,0.045483,0.042231,0.042327,0.44935
-0.27164,-0.003996,0.009501,0.54979,0.042305,0.042272
-0.20674,0.011095,0.0056081,0.44867,0.13677,0.03748
-0.24503,0.0018227,0.02581,0.44862,0.037534,0.13635
-0.13217,0.048612,0.0032844,0.34557,0.24136,0.038828
-0.18057,0.027847,0.016796,0.34512,0.12957,0.12937
-0.21238,0.0072395,0.037625,0.3457,0.038825,0.2409
-0.072389,0.1055,0.001986,0.24071,0.34599,0.038839
-0.103,0.08067,0.0095441,0.23812,0.23839,0.12986
-0.14079,0.048138,0.026299,0.23816,0.12992,0.23824
-0.16787,0.013379,0.045675,0.24091,0.038842,0.34568
-0.025434,0.16705,0.0013097,0.13609,0.44877,0.037532
-0.037557,0.14646,0.0057612,0.12923,0.34542,0.12941
-0.056745,0.11284,0.016358,0.1298,0.23845,0.23823
-0.079506,0.069754,0.033165,0.12936,0.12947,0.34526
-0.099135,0.020617,0.050879,0.13623,0.037536,0.44864
-0.0087506,0.21872,0.0016628,0.042129,0.54978,0.04228
-0.011901,0.19938,0.0049368,0.037373,0.44878,0.13649
-0.019421,0.17591,0.010188,0.038819,0.34598,0.24118
-0.029049,0.14072,0.023422,0.038823,0.2412,0.34597
-0.043272,0.094201,0.040021,0.037402,0.13648,0.44876
-0.051027,0.030079,0.06103,0.042154,0.042275,0.54976
-0.28489,-0.0081508,0.010362,0.64992,0.042244,0.042206
-0.22538,-0.0037107,0.0061937,0.54955,0.13643,0.037428
-0.26638,-0.0023896,0.028904,0.54945,0.03752,0.13625
