"U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.0014563,-0.0019138,0.00043746,0.051646,0.05198,0.051618
0.006404,-0.0018658,0.00041021,0.15079,0.044456,0.044181
0.0014013,-0.0085317,0.00045684,0.043907,0.15133,0.044
0.0013812,-0.0018634,0.0020295,0.044161,0.044478,0.15077
0.010315,-0.0017171,0.00036244,0.24813,0.042959,0.042788
0.0059199,-0.0077839,0.00043745,0.13994,0.14081,0.036968
0.0059925,-0.0018956,0.0019231,0.14029,0.037182,0.14026
0.0012993,-0.013734,0.00044687,0.042591,0.24851,0.04282
0.0013912,-0.0078392,0.0018737,0.036847,0.14084,0.14014
0.0012743,-0.001715,0.0032385,0.042851,0.043025,0.24823
0.014424,-0.0016747,0.00034897,0.34848,0.042647,0.042433
0.010106,-0.0076465,0.00040274,0.24376,0.13794,0.03717
0.010226,-0.0017768,0.0018158,0.24397,0.037317,0.13758
0.005904,-0.01343,0.0004267,0.13726,0.24437,0.037278
0.0054526,-0.0070898,0.0017412,0.13009,0.13061,0.13021
0.005877,-0.0017712,0.0032587,0.13763,0.03731,0.24389
0.0012709,-0.019341,0.00045372,0.04226,0.34872,0.042463
0.0013122,-0.013522,0.0019678,0.037078,0.24436,0.13767
0.0013235,-0.0077078,0.0031477,0.037215,0.13802,0.24413
0.0012452,-0.0016491,0.0045192,0.042437,0.042506,0.34861
0.018511,-0.0016389,0.00034165,0.44934,0.042494,0.042317
0.014346,-0.0075071,0.00039355,0.34672,0.13714,0.037438
0.014397,-0.0017249,0.0017888,0.34686,0.037508,0.13666
0.010086,-0.013276,0.0004066,0.24163,0.24222,0.038288
0.0099648,-0.0070254,0.0016521,0.23992,0.1297,0.12952
0.010145,-0.0017162,0.0031762,0.24184,0.038293,0.24183
0.0058951,-0.01915,0.00043676,0.13638,0.34712,0.037495
0.0054865,-0.013157,0.0018448,0.12936,0.24028,0.12955
0.005393,-0.0070245,0.0031552,0.1295,0.12974,0.23999
