"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.056176,0.024504,0.0056416,0.051646,0.05198,0.051618
-0.098952,0.020282,0.0054907,0.15079,0.044456,0.044181
-0.038682,0.091122,0.0053504,0.043907,0.15133,0.044
-0.043219,0.028087,0.019696,0.044161,0.044478,0.15077
-0.15871,0.013038,0.0056174,0.24813,0.042959,0.042788
-0.081561,0.069361,0.0043857,0.13994,0.14081,0.036968
-0.09591,0.020469,0.01614,0.14029,0.037182,0.14026
-0.026794,0.13328,0.004132,0.042591,0.24851,0.04282
-0.035143,0.085439,0.015181,0.036847,0.14084,0.14014
-0.047463,0.023263,0.025974,0.042851,0.043025,0.24823
-0.20027,0.0076268,0.0059663,0.34848,0.042647,0.042433
-0.13504,0.049197,0.0043354,0.24376,0.13794,0.03717
-0.15512,0.013096,0.017101,0.24397,0.037317,0.13758
-0.06131,0.10866,0.003368,0.13726,0.24437,0.037278
-0.077862,0.067192,0.013695,0.13009,0.13061,0.13021
-0.093343,0.019348,0.025869,0.13763,0.03731,0.24389
-0.018076,0.16487,0.0032944,0.04226,0.34872,0.042463
-0.024877,0.12878,0.01188,0.037078,0.24436,0.13767
-0.034996,0.084894,0.021875,0.037215,0.13802,0.24413
-0.040329,0.025085,0.035659,0.042437,0.042506,0.34861
-0.23147,0.0033323,0.006552,0.44934,0.042494,0.042317
-0.17352,0.031386,0.0046443,0.34672,0.13714,0.037438
-0.19699,0.0078535,0.018732,0.34686,0.037508,0.13666
-0.1039,0.079996,0.0033253,0.24163,0.24222,0.038288
-0.13393,0.046962,0.014195,0.23992,0.1297,0.12952
-0.15307,0.013005,0.028518,0.24184,0.038293,0.24183
-0.044895,0.13897,0.0026923,0.13638,0.34712,0.037495
-0.058388,0.10848,0.01071,0.12936,0.24028,0.12955
-0.076877,0.065476,0.022992,0.1295,0.12974,0.23999
-0.091998,0.019289,0.036181,0.13669,0.037518,0.34683
-0.01246,0.18778,0.0026842,0.042162,0.4494,0.04233
-0.016902,0.16164,0.0097133,0.037321,0.34712,0.1368
-0.024867,0.12791,0.018737,0.038266,0.24223,0.24207
-0.033085,0.082684,0.031784,0.037386,0.13687,0.34709
-0.041871,0.022642,0.045066,0.042231,0.042327,0.44935
-0.2545,-0.0004343,0.0072013,0.54979,0.042305,0.042272
-0.20175,0.016242,0.0050891,0.44867,0.13677,0.03748
-0.2282,0.0037813,0.020739,0.44862,0.037534,0.13635
-0.135,0.05202,0.0035169,0.34557,0.24136,0.038828
-0.17408,0.029999,0.01549,0.34512,0.12957,0.12937
-0.19506,0.0081551,0.031639,0.3457,0.038825,0.2409
-0.077804,0.10453,0.0025825,0.24071,0.34599,0.038839
-0.10335,0.079769,0.010757,0.23812,0.23839,0.12986
-0.13259,0.047125,0.025043,0.23816,0.12992,0.23824
-0.15068,0.013262,0.039774,0.24091,0.038842,0.34568
-0.033719,0.16129,0.0021927,0.13609,0.44877,0.037532
-0.04296,0.14006,0.0085764,0.12923,0.34542,0.12941
-0.058642,0.10701,0.019055,0.1298,0.23845,0.23823
-0.076122,0.064691,0.032887,0.12936,0.12947,0.34526
-0.090368,0.019001,0.04652,0.13623,0.037536,0.44864
-0.0091127,0.20449,0.0022041,0.042129,0.54978,0.04228
-0.011767,0.18504,0.0079951,0.037373,0.44878,0.13649
-0.017228,0.16071,0.015943,0.038819,0.34598,0.24118
-0.024523,0.12615,0.027809,0.038823,0.2412,0.34597
-0.032664,0.080612,0.041576,0.037402,0.13648,0.44876
-0.037104,0.02385,0.055387,0.042154,0.042275,0.54976
-0.27009,-0.0037001,0.0078228,0.64992,0.042244,0.042206
-0.22194,0.0034602,0.0055557,0.54955,0.13643,0.037428
-0.25094,0.00028591,0.022892,0.54945,0.03752,0.13625
-0.15828,0.027087,0.0037902,0.44806,0.24099,0.038969
-0.20324,0.015769,0.017036,0.44778,0.12944,0.12926
-0.22636,0.0042586,0.035014,0.44809,0.038969,0.24055
-0.10223,0.069547,0.0026226,0.34499,0.34543,0.039496
-0.13595,0.0521,0.011462,0.34375,0.23764,0.13014
-0.17304,0.031144,0.027539,0.34381,0.13018,0.23736
-0.19274,0.0086473,0.043898,0.3451,0.039497,0.34512
-0.058842,0.12326,0.0020235,0.24036,0.44826,0.038987
-0.077689,0.10547,0.008226,0.23729,0.34404,0.13016
-0.10363,0.080067,0.019834,0.23648,0.23668,0.23655
-0.13132,0.047446,0.035576,0.23741,0.13018,0.34384
