"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.053149,0.023338,0.0058037,0.051646,0.05198,0.051618
-0.086985,0.018185,0.0053632,0.15079,0.044456,0.044181
-0.035244,0.079884,0.0054899,0.043907,0.15133,0.044
-0.039602,0.025401,0.020058,0.044161,0.044478,0.15077
-0.14201,0.012081,0.0055683,0.24813,0.042959,0.042788
-0.071305,0.059808,0.004385,0.13994,0.14081,0.036968
-0.084405,0.018169,0.016247,0.14029,0.037182,0.14026
-0.023575,0.11477,0.0042111,0.042591,0.24851,0.04282
-0.03114,0.074494,0.015587,0.036847,0.14084,0.14014
-0.044225,0.021994,0.025786,0.042851,0.043025,0.24823
-0.18001,0.0073307,0.0059346,0.34848,0.042647,0.042433
-0.11951,0.042632,0.0044221,0.24376,0.13794,0.03717
-0.13846,0.01188,0.017291,0.24397,0.037317,0.13758
-0.051982,0.092479,0.0034526,0.13726,0.24437,0.037278
-0.068373,0.058114,0.013903,0.13009,0.13061,0.13021
-0.082364,0.017167,0.026449,0.13763,0.03731,0.24389
-0.014757,0.13934,0.0033702,0.04226,0.34872,0.042463
-0.021438,0.11039,0.012321,0.037078,0.24436,0.13767
-0.031309,0.073936,0.022456,0.037215,0.13802,0.24413
-0.035998,0.023252,0.037438,0.042437,0.042506,0.34861
-0.20951,0.0034858,0.0065464,0.44934,0.042494,0.042317
-0.15387,0.027293,0.0047298,0.34672,0.13714,0.037438
-0.17668,0.0073236,0.018893,0.34686,0.037508,0.13666
-0.088682,0.067733,0.0034927,0.24163,0.24222,0.038288
-0.11861,0.040728,0.014523,0.23992,0.1297,0.12952
-0.13644,0.011771,0.02905,0.24184,0.038293,0.24183
-0.035823,0.11581,0.0028155,0.13638,0.34712,0.037495
-0.049683,0.092403,0.011189,0.12936,0.24028,0.12955
-0.067474,0.056456,0.023729,0.1295,0.12974,0.23999
-0.081479,0.017152,0.036889,0.13669,0.037518,0.34683
-0.0094883,0.15519,0.0027524,0.042162,0.4494,0.04233
-0.013576,0.13618,0.010136,0.037321,0.34712,0.1368
-0.021599,0.1096,0.019515,0.038266,0.24223,0.24207
-0.029357,0.071452,0.032887,0.037386,0.13687,0.34709
-0.033774,0.022604,0.046967,0.042231,0.042327,0.44935
-0.23238,7.0865e-05,0.0073249,0.54979,0.042305,0.042272
-0.17951,0.014214,0.005157,0.44867,0.13677,0.03748
-0.20604,0.0037398,0.020953,0.44862,0.037534,0.13635
-0.11493,0.043511,0.0037097,0.34557,0.24136,0.038828
-0.15443,0.026134,0.015781,0.34512,0.12957,0.12937
-0.17458,0.0075682,0.032033,0.3457,0.038825,0.2409
-0.06211,0.085672,0.002777,0.24071,0.34599,0.038839
-0.088383,0.067567,0.011422,0.23812,0.23839,0.12986
-0.11726,0.040681,0.025789,0.23816,0.12992,0.23824
-0.13402,0.011949,0.040514,0.24091,0.038842,0.34568
-0.023792,0.13104,0.0023076,0.13609,0.44877,0.037532
-0.034495,0.11677,0.0091478,0.12923,0.34542,0.12941
-0.049973,0.091054,0.020046,0.1298,0.23845,0.23823
-0.066856,0.055754,0.033927,0.12936,0.12947,0.34526
-0.080174,0.016979,0.047596,0.13623,0.037536,0.44864
-0.0057189,0.16381,0.002269,0.042129,0.54978,0.04228
-0.0087957,0.15253,0.0083915,0.037373,0.44878,0.13649
-0.013999,0.1353,0.016753,0.038819,0.34598,0.24118
-0.02132,0.10784,0.028959,0.038823,0.2412,0.34597
-0.02845,0.069131,0.042966,0.037402,0.13648,0.44876
-0.032315,0.021844,0.056555,0.042154,0.042275,0.54976
-0.24871,-0.003205,0.0081356,0.64992,0.042244,0.042206
-0.19816,0.0027061,0.005647,0.54955,0.13643,0.037428
-0.22844,0.00058369,0.023404,0.54945,0.03752,0.13625
-0.13442,0.021811,0.0039506,0.44806,0.24099,0.038969
-0.18092,0.013832,0.017304,0.44778,0.12944,0.12926
-0.20383,0.0041581,0.035455,0.44809,0.038969,0.24055
-0.08062,0.055353,0.002835,0.34499,0.34543,0.039496
-0.11594,0.043598,0.012163,0.34375,0.23764,0.13014
-0.15323,0.026983,0.028167,0.34381,0.13018,0.23736
-0.17198,0.0079548,0.044497,0.3451,0.039497,0.34512
-0.041747,0.09723,0.0021983,0.24036,0.44826,0.038987
-0.062232,0.086477,0.0089994,0.23729,0.34404,0.13016
-0.088762,0.067747,0.020984,0.23648,0.23668,0.23655
-0.11593,0.040784,0.036693,0.23741,0.13018,0.34384
-0.13106,0.012091,0.051348,0.24048,0.038989,0.44809
-0.014849,0.13985,0.0018948,0.13599,0.54954,0.037523
-0.023144,0.13245,0.0074975,0.12913,0.44794,0.12931
-0.035487,0.11567,0.016722,0.13011,0.34405,0.23743
-0.050579,0.090088,0.029414,0.13013,0.23749,0.34398
-0.066103,0.054865,0.044114,0.12921,0.12932,0.44785
-0.078139,0.016741,0.057587,0.13605,0.037522,0.54948
-0.003155,0.1674,0.0018737,0.042118,0.64993,0.042263
-0.0054658,0.16154,0.006981,0.037371,0.54954,0.13637
-0.0092924,0.15172,0.014275,0.038965,0.44826,0.24085
-0.01434,0.13381,0.025171,0.039494,0.34539,0.3454
-0.021174,0.10567,0.03838,0.038969,0.24083,0.44826
-0.027565,0.067012,0.052792,0.037383,0.13636,0.54954
-0.030782,0.021091,0.066104,0.042126,0.04226,0.64992
-0.25926,-0.0064463,0.008918,0.74995,0.042233,0.042209
-0.2101,-0.0077858,0.0061604,0.64982,0.13632,0.0374
-0.24431,-0.002446,0.025999,0.64981,0.037495,0.13614
-0.14803,0.002631,0.0042041,0.54925,0.24076,0.038981
-0.20022,0.0031516,0.018993,0.54903,0.12928,0.12919
