"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.068781,0.028242,0.0047296,0.051646,0.05198,0.051618
-0.095439,0.022635,0.004474,0.15079,0.044456,0.044181
-0.047185,0.10411,0.004219,0.043907,0.15133,0.044
-0.050088,0.032848,0.014817,0.044161,0.044478,0.15077
-0.16427,0.015487,0.0049777,0.24813,0.042959,0.042788
-0.081693,0.077202,0.003038,0.13994,0.14081,0.036968
-0.09793,0.02295,0.011428,0.14029,0.037182,0.14026
-0.034512,0.15443,0.0024663,0.042591,0.24851,0.04282
-0.040696,0.096163,0.008139,0.036847,0.14084,0.14014
-0.055645,0.029302,0.014011,0.042851,0.043025,0.24823
-0.21025,0.011023,0.0053845,0.34848,0.042647,0.042433
-0.14314,0.057695,0.003563,0.24376,0.13794,0.03717
-0.16169,0.015398,0.014145,0.24397,0.037317,0.13758
-0.064107,0.12433,0.0017837,0.13726,0.24437,0.037278
-0.079384,0.074885,0.0085658,0.13009,0.13061,0.13021
-0.093599,0.021888,0.018262,0.13763,0.03731,0.24389
-0.025169,0.19752,0.0013771,0.04226,0.34872,0.042463
-0.030657,0.14839,0.003677,0.037078,0.24436,0.13767
-0.041956,0.098265,0.0089095,0.037215,0.13802,0.24413
-0.057811,0.027297,0.022617,0.042437,0.042506,0.34861
-0.25021,0.0079906,0.0059423,0.44934,0.042494,0.042317
-0.18744,0.043283,0.0041279,0.34672,0.13714,0.037438
-0.20816,0.01111,0.01639,0.34686,0.037508,0.13666
-0.1155,0.096509,0.0023629,0.24163,0.24222,0.038288
-0.14202,0.054721,0.011196,0.23992,0.1297,0.12952
-0.16122,0.015376,0.023349,0.24184,0.038293,0.24183
-0.04877,0.16481,0.00089427,0.13638,0.34712,0.037495
-0.061582,0.12388,0.0048109,0.12936,0.24028,0.12955
-0.078958,0.073089,0.014371,0.1295,0.12974,0.23999
-0.093742,0.021626,0.025599,0.13669,0.037518,0.34683
-0.018285,0.23249,0.00045808,0.042162,0.4494,0.04233
-0.022619,0.19325,0.00079754,0.037321,0.34712,0.1368
-0.031887,0.14891,0.0045112,0.038266,0.24223,0.24207
-0.041981,0.096222,0.015774,0.037386,0.13687,0.34709
-0.046289,0.030627,0.028568,0.042231,0.042327,0.44935
-0.28518,0.0056126,0.0065717,0.54979,0.042305,0.042272
-0.22571,0.03278,0.0047069,0.44867,0.13677,0.03748
-0.2482,0.0082707,0.018505,0.44862,0.037534,0.13635
-0.15355,0.073849,0.0029921,0.34557,0.24136,0.038828
-0.18819,0.041151,0.013598,0.34512,0.12957,0.12937
-0.20785,0.011414,0.027581,0.3457,0.038825,0.2409
-0.09119,0.13074,0.0013902,0.24071,0.34599,0.038839
-0.11532,0.095548,0.0071715,0.23812,0.23839,0.12986
-0.14256,0.054912,0.019777,0.23816,0.12992,0.23824
-0.16096,0.015653,0.03268,0.24091,0.038842,0.34568
-0.037169,0.19861,0.00016408,0.13609,0.44877,0.037532
-0.047308,0.16584,0.0018534,0.12923,0.34542,0.12941
-0.063456,0.12218,0.0093479,0.1298,0.23845,0.23823
-0.080149,0.071814,0.021348,0.12936,0.12947,0.34526
-0.09485,0.021903,0.034338,0.13623,0.037536,0.44864
-0.013398,0.26032,-0.00028309,0.042129,0.54978,0.04228
-0.01658,0.22884,-0.0015049,0.037373,0.44878,0.13649
-0.024197,0.19293,0.00053528,0.038819,0.34598,0.24118
-0.032761,0.14697,0.010489,0.038823,0.2412,0.34597
-0.040202,0.093235,0.023455,0.037402,0.13648,0.44876
-0.052963,0.027811,0.038229,0.042154,0.042275,0.54976
-0.31611,0.0035167,0.0072473,0.64992,0.042244,0.042206
-0.25862,0.024325,0.0052437,0.54955,0.13643,0.037428
-0.28289,0.0060593,0.020633,0.54945,0.03752,0.13625
-0.18687,0.055945,0.0035629,0.44806,0.24099,0.038969
-0.22729,0.031306,0.015642,0.44778,0.12944,0.12926
-0.24781,0.0086904,0.031151,0.44809,0.038969,0.24055
-0.12241,0.10163,0.001944,0.34499,0.34543,0.039496
-0.15535,0.073247,0.0095078,0.34375,0.23764,0.13014
-0.18897,0.042166,0.024052,0.34381,0.13018,0.23736
-0.20751,0.011891,0.038115,0.3451,0.039497,0.34512
-0.071747,0.15985,0.00057286,0.24036,0.44826,0.038987
-0.091934,0.13116,0.0037851,0.23729,0.34404,0.13016
-0.1179,0.095765,0.014055,0.23648,0.23668,0.23655
-0.14354,0.055104,0.028317,0.23741,0.13018,0.34384
-0.16002,0.015966,0.041692,0.24048,0.038989,0.44809
