"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.056187,0.026112,0.0046999,0.051646,0.05198,0.051618
-0.10235,0.022204,0.0050554,0.15079,0.044456,0.044181
-0.040309,0.096863,0.0046527,0.043907,0.15133,0.044
-0.044009,0.029446,0.016818,0.044161,0.044478,0.15077
-0.16541,0.01498,0.0050628,0.24813,0.042959,0.042788
-0.087148,0.075834,0.0040566,0.13994,0.14081,0.036968
-0.099854,0.02227,0.014739,0.14029,0.037182,0.14026
-0.030028,0.14507,0.0036146,0.042591,0.24851,0.04282
-0.037661,0.091071,0.013093,0.036847,0.14084,0.14014
-0.049739,0.024468,0.023554,0.042851,0.043025,0.24823
-0.2108,0.0097935,0.0052947,0.34848,0.042647,0.042433
-0.14524,0.055981,0.0039309,0.24376,0.13794,0.03717
-0.16241,0.014934,0.015374,0.24397,0.037317,0.13758
-0.069441,0.12111,0.0030799,0.13726,0.24437,0.037278
-0.083062,0.07323,0.012601,0.13009,0.13061,0.13021
-0.09656,0.021114,0.02344,0.13763,0.03731,0.24389
-0.022178,0.18522,0.0029341,0.04226,0.34872,0.042463
-0.028604,0.14084,0.010153,0.037078,0.24436,0.13767
-0.037849,0.091412,0.019324,0.037215,0.13802,0.24413
-0.046896,0.024548,0.031205,0.042437,0.042506,0.34861
-0.24623,0.0059053,0.0057235,0.44934,0.042494,0.042317
-0.18873,0.039116,0.0041877,0.34672,0.13714,0.037438
-0.20814,0.0098977,0.016683,0.34686,0.037508,0.13666
-0.11827,0.093017,0.0029971,0.24163,0.24222,0.038288
-0.14381,0.053242,0.012896,0.23992,0.1297,0.12952
-0.16066,0.01482,0.025565,0.24184,0.038293,0.24183
-0.054491,0.15901,0.0024201,0.13638,0.34712,0.037495
-0.065902,0.12059,0.0097011,0.12936,0.24028,0.12955
-0.08198,0.071405,0.020771,0.1295,0.12974,0.23999
-0.095356,0.020865,0.032114,0.13669,0.037518,0.34683
-0.016531,0.21706,0.0023214,0.042162,0.4494,0.04233
-0.021196,0.18228,0.0082567,0.037321,0.34712,0.1368
-0.028709,0.1403,0.016201,0.038266,0.24223,0.24207
-0.03692,0.089528,0.027883,0.037386,0.13687,0.34709
-0.040114,0.026452,0.041584,0.042231,0.042327,0.44935
-0.2744,0.0027985,0.0062858,0.54979,0.042305,0.042272
-0.22281,0.025496,0.0045857,0.44867,0.13677,0.03748
-0.24377,0.0062022,0.018303,0.44862,0.037534,0.13635
-0.1557,0.066736,0.0031963,0.34557,0.24136,0.038828
-0.18896,0.037156,0.014054,0.34512,0.12957,0.12937
-0.20651,0.010155,0.028251,0.3457,0.038825,0.2409
-0.095067,0.12494,0.0022695,0.24071,0.34599,0.038839
-0.11728,0.092358,0.0096643,0.23812,0.23839,0.12986
-0.14256,0.053322,0.022618,0.23816,0.12992,0.23824
-0.15866,0.015051,0.03555,0.24091,0.038842,0.34568
-0.043459,0.19006,0.0018737,0.13609,0.44877,0.037532
-0.05199,0.15996,0.0075393,0.12923,0.34542,0.12941
-0.066112,0.11894,0.016952,0.1298,0.23845,0.23823
-0.081394,0.070292,0.029301,0.12936,0.12947,0.34526
-0.094581,0.020891,0.041452,0.13623,0.037536,0.44864
-0.012663,0.24219,0.0017926,0.042129,0.54978,0.04228
-0.015825,0.21455,0.006586,0.037373,0.44878,0.13649
-0.021565,0.18142,0.013334,0.038819,0.34598,0.24118
-0.028583,0.13865,0.024262,0.038823,0.2412,0.34597
-0.035353,0.0868,0.037183,0.037402,0.13648,0.44876
-0.040317,0.025001,0.049728,0.042154,0.042275,0.54976
-0.29653,0.0001657,0.0067944,0.64992,0.042244,0.042206
-0.24915,0.014313,0.0050329,0.54955,0.13643,0.037428
-0.27179,0.0032809,0.020096,0.54945,0.03752,0.13625
-0.18556,0.044112,0.0034948,0.44806,0.24099,0.038969
-0.22387,0.024306,0.015466,0.44778,0.12944,0.12926
-0.24225,0.0066012,0.031094,0.44809,0.038969,0.24055
-0.1265,0.091627,0.002326,0.34499,0.34543,0.039496
-0.15628,0.066324,0.010419,0.34375,0.23764,0.13014
-0.18789,0.038152,0.024943,0.34381,0.13018,0.23736
-0.2045,0.010616,0.039212,0.3451,0.039497,0.34512
-0.077282,0.15187,0.0016748,0.24036,0.44826,0.038987
-0.094542,0.1256,0.0071144,0.23729,0.34404,0.13016
-0.11738,0.092449,0.017802,0.23648,0.23668,0.23655
-0.14145,0.053537,0.031952,0.23741,0.13018,0.34384
-0.15604,0.015317,0.045017,0.24048,0.038989,0.44809
-0.035946,0.21575,0.0014227,0.13599,0.54954,0.037523
-0.041662,0.19166,0.0058002,0.12913,0.44794,0.12931
-0.052914,0.15851,0.013408,0.13011,0.34405,0.23743
-0.066641,0.11763,0.024807,0.13013,0.23749,0.34398
-0.08061,0.06962,0.038072,0.12921,0.12932,0.44785
-0.092924,0.020693,0.050431,0.13605,0.037522,0.54948
-0.010514,0.26345,0.0013796,0.042118,0.64993,0.042263
-0.01218,0.23994,0.0051201,0.037371,0.54954,0.13637
-0.016366,0.21371,0.010785,0.038965,0.44826,0.24085
-0.021901,0.1798,0.020473,0.039494,0.34539,0.3454
-0.028234,0.13623,0.032657,0.038969,0.24083,0.44826
-0.034459,0.084459,0.046056,0.037383,0.13636,0.54954
-0.037364,0.024947,0.058673,0.042126,0.04226,0.64992
-0.31342,-0.0020687,0.0073006,0.74995,0.042233,0.042209
-0.26949,0.0050561,0.0054279,0.64982,0.13632,0.0374
-0.29372,0.00074025,0.021782,0.64981,0.037495,0.13614
-0.20911,0.025181,0.0038056,0.54925,0.24076,0.038981
-0.25067,0.013856,0.016901,0.54903,0.12928,0.12919
-0.27038,0.003756,0.034007,0.54923,0.038998,0.24044
-0.15202,0.062492,0.0024636,0.44774,0.34518,0.039679
-0.18694,0.044152,0.01144,0.4469,0.23727,0.13018
-0.22303,0.025831,0.027376,0.44693,0.13022,0.237
-0.24041,0.0071799,0.04301,0.44778,0.03968,0.34488
-0.10408,0.11337,0.001612,0.34474,0.44797,0.039681
-0.12718,0.092161,0.0073587,0.34294,0.34327,0.13059
-0.15701,0.067505,0.019136,0.34212,0.23582,0.23569
-0.18668,0.039294,0.035032,0.34302,0.13061,0.34303
-0.20175,0.011092,0.049102,0.34482,0.039682,0.4478
-0.064483,0.1752,0.0011982,0.24024,0.54932,0.039009
-0.077041,0.15318,0.0051255,0.23694,0.44708,0.13021
-0.095413,0.12598,0.013383,0.23564,0.34233,0.23573
-0.11769,0.092628,0.025968,0.23568,0.23578,0.34221
-0.1398,0.053798,0.040774,0.23702,0.13022,0.44696
-0.15288,0.015524,0.053673,0.2403,0.039009,0.54925
-0.031219,0.23782,0.0010671,0.13596,0.64984,0.037514
-0.034483,0.21767,0.0043916,0.12907,0.5491,0.12924
-0.042904,0.19039,0.010433,0.13016,0.44709,0.23709
-0.054123,0.15724,0.020234,0.13059,0.34321,0.34319
-0.06682,0.11651,0.032817,0.13018,0.23709,0.44706
-0.079437,0.068658,0.04664,0.1291,0.12924,0.54906
-0.090675,0.020495,0.058567,0.13598,0.037513,0.64981
-0.0093124,0.28273,0.001059,0.042114,0.74998,0.042259
-0.010119,0.26143,0.0039264,0.037364,0.64984,0.13634
-0.012771,0.23919,0.0086239,0.038984,0.54933,0.24074
-0.016932,0.2123,0.016877,0.039679,0.44797,0.34517
-0.022064,0.17752,0.027952,0.03968,0.34515,0.44798
-0.027804,0.13358,0.041029,0.038987,0.24072,0.54933
-0.033197,0.082059,0.054625,0.037369,0.13633,0.64984
-0.034771,0.024522,0.067094,0.042117,0.042257,0.74998
-0.32632,-0.0040979,0.0077632,0.84994,0.042254,0.042282
-0.28508,-0.0024985,0.0057979,0.7499,0.13629,0.037399
-0.31045,-0.0014198,0.023436,0.74993,0.037487,0.13615
-0.22755,0.0096115,0.0040906,0.64971,0.24068,0.038976
-0.27144,0.0051637,0.018254,0.64957,0.1292,0.12913
-0.29243,0.0012761,0.03676,0.6497,0.038992,0.24037
-0.17273,0.037981,0.0026243,0.54908,0.34506,0.039708
-0.21099,0.025643,0.012514,0.54852,0.237,0.13014
-0.25007,0.015681,0.029823,0.54852,0.13018,0.2369
-0.26861,0.0044066,0.046828,0.54909,0.039709,0.34478
-0.12638,0.079549,0.001611,0.44759,0.44783,0.039875
-0.15337,0.063189,0.0078712,0.44632,0.34287,0.13069
-0.18836,0.046113,0.020741,0.44566,0.23541,0.2353
-0.222,0.027527,0.038282,0.44636,0.1307,0.34264
-0.23775,0.0077857,0.053484,0.44763,0.039875,0.44766
-0.088114,0.13312,0.0010518,0.34465,0.54919,0.039711
-0.10475,0.11438,0.0049698,0.34255,0.44653,0.13069
-0.12874,0.093737,0.013744,0.34099,0.3412,0.23473
-0.15753,0.069004,0.027628,0.34102,0.23478,0.34105
-0.18486,0.040403,0.044147,0.34261,0.1307,0.44638
-0.19819,0.011544,0.057815,0.34469,0.039711,0.54911
-0.055989,0.19616,0.00082899,0.2402,0.64974,0.039007
-0.064358,0.17683,0.0035872,0.23678,0.54861,0.13018
-0.078248,0.15383,0.009796,0.23525,0.44582,0.23534
-0.096602,0.12635,0.020102,0.2347,0.34116,0.34112
-0.11748,0.092893,0.033837,0.23529,0.23536,0.44574
-0.13755,0.053967,0.048955,0.23683,0.13018,0.54855
-0.14897,0.015702,0.061317,0.24023,0.039007,0.64971
-0.028495,0.25781,0.00079197,0.13595,0.74994,0.03751
-0.029962,0.2399,0.0032666,0.12904,0.64961,0.12921
-0.035751,0.21656,0.0080274,0.13012,0.54862,0.23694
-0.044411,0.18926,0.01616,0.13068,0.44652,0.34281
-0.054935,0.15604,0.027325,0.13069,0.3428,0.44651
-0.066494,0.11524,0.040725,0.13013,0.23693,0.5486
-0.077746,0.067656,0.054635,0.12905,0.1292,0.6496
-0.087875,0.020261,0.065988,0.13596,0.037509,0.74993
-0.0087032,0.30126,0.00080642,0.042113,0.84999,0.042258
-0.0090089,0.28093,0.0029764,0.03736,0.74994,0.13633
-0.010619,0.26076,0.0068208,0.03898,0.64975,0.2407
-0.013399,0.2381,0.013722,0.039707,0.54919,0.34508
-0.017325,0.21028,0.023421,0.039874,0.44783,0.44784
-0.02202,0.17484,0.035585,0.039709,0.34507,0.5492
-0.027147,0.13074,0.049179,0.038982,0.24069,0.64975
-0.031693,0.079544,0.062735,0.037362,0.13632,0.74994
-0.032704,0.02377,0.074431,0.042114,0.042257,0.84999
-0.33616,-0.005913,0.0082247,0.94998,0.042351,0.042295
-0.29682,-0.0089663,0.0061949,0.84986,0.13631,0.037424
-0.32328,-0.0033346,0.025036,0.85,0.037491,0.13627
-0.24202,-0.0031424,0.0043585,0.74987,0.24065,0.038971
-0.2874,-0.0019543,0.019565,0.74979,0.12917,0.12912
-0.30929,-0.00082927,0.039378,0.74988,0.038986,0.24038
-0.18955,0.017562,0.0027802,0.64964,0.34501,0.039704
-0.22982,0.010433,0.013516,0.64929,0.23689,0.1301
-0.27106,0.0071791,0.032172,0.64928,0.13012,0.23682
-0.29079,0.0019774,0.050502,0.64963,0.039705,0.34473
-0.14488,0.051125,0.0016294,0.549,0.44777,0.039904
-0.1745,0.038906,0.0084734,0.54814,0.34264,0.13065
-0.21291,0.028209,0.022474,0.54766,0.23517,0.2351
-0.24921,0.017721,0.041513,0.54815,0.13066,0.34246
-0.26596,0.0050884,0.057933,0.54901,0.039904,0.4476
-0.10841,0.095908,0.00094092,0.44753,0.54911,0.039904
-0.12757,0.080603,0.0050473,0.446,0.44621,0.13078
-0.1557,0.065575,0.014443,0.4447,0.34057,0.23422
-0.18933,0.048564,0.029661,0.44472,0.23426,0.34043
-0.22025,0.029211,0.047871,0.44603,0.13079,0.44606
-0.23412,0.0083797,0.062496,0.44755,0.039904,0.54903
-0.077677,0.15187,0.00061957,0.34462,0.64968,0.039708
-0.088709,0.13441,0.0031461,0.34236,0.54825,0.13066
-0.10656,0.11634,0.0094234,0.34037,0.44486,0.23424
-0.13031,0.095701,0.020365,0.3395,0.33962,0.33956
-0.1574,0.070621,0.035513,0.3404,0.23425,0.44477
-0.18224,0.041449,0.052276,0.3424,0.13066,0.54818
-0.19373,0.011974,0.065285,0.34464,0.039708,0.64965
-0.051042,0.21578,0.00054481,0.24019,0.7499,0.039003
-0.055882,0.19798,0.0024137,0.23671,0.64934,0.13014
-0.065644,0.17766,0.0069908,0.23504,0.54776,0.23514
-0.079878,0.15443,0.01511,0.23419,0.44485,0.34051
-0.097337,0.12683,0.026806,0.2342,0.34052,0.44482
-0.11656,0.093154,0.041258,0.23507,0.23514,0.54772
-0.13456,0.054074,0.056319,0.23673,0.13014,0.64931
-0.14433,0.015849,0.067917,0.2402,0.039002,0.74989
-0.027305,0.27694,0.0005752,0.13594,0.84998,0.037508
-0.027332,0.25999,0.0023861,0.12902,0.74982,0.12919
-0.031174,0.23892,0.0060819,0.13008,0.64934,0.23687
-0.03726,0.21561,0.012728,0.13064,0.54826,0.34262
-0.045525,0.18818,0.02227,0.13077,0.4462,0.4462
-0.055224,0.15472,0.034438,0.13065,0.34262,0.54825
-0.065651,0.11384,0.04825,0.13009,0.23686,0.64933
-0.075591,0.066549,0.061967,0.12902,0.12919,0.74982
-0.084509,0.019944,0.072464,0.13595,0.037507,0.84997
-0.0085055,0.31996,0.00060053,0.042113,0.95,0.042258
-0.0084528,0.29964,0.002209,0.037358,0.84998,0.13633
-0.0094565,0.28034,0.0053067,0.038975,0.7499,0.24069
-0.011134,0.25988,0.011042,0.039704,0.64969,0.34505
-0.013866,0.23651,0.019338,0.039903,0.54912,0.44779
-0.017508,0.20783,0.030234,0.039903,0.44778,0.54913
-0.021747,0.17184,0.043115,0.039705,0.34504,0.64969
-0.026252,0.12764,0.05689,0.038976,0.24068,0.7499
-0.030084,0.07698,0.070018,0.037359,0.13632,0.84998
-0.030639,0.022925,0.080733,0.042114,0.042257,0.95
-0.34324,-0.0076664,0.0087094,1.05,0.04242,0.042274
-0.30548,-0.014619,0.006588,0.94987,0.13646,0.037472
-0.33299,-0.0050399,0.026682,0.95008,0.03748,0.1363
-0.2528,-0.013792,0.0046251,0.84991,0.24063,0.038969
-0.29933,-0.0079606,0.020898,0.84988,0.12918,0.12916
-0.32213,-0.0027013,0.041956,0.84996,0.03898,0.24046
-0.20302,0.00042617,0.0029341,0.74984,0.34498,0.039698
-0.24458,-0.002014,0.014474,0.74963,0.23683,0.13007
-0.28728,0.0002093,0.034437,0.74964,0.13009,0.2368
-0.3078,-8.1373e-05,0.053998,0.74985,0.039697,0.34473
-0.16024,0.027001,0.0016488,0.64959,0.44773,0.039898
-0.19158,0.018721,0.0090535,0.64905,0.34252,0.1306
-0.23211,0.013435,0.024157,0.64873,0.23503,0.23498
-0.27036,0.0094526,0.044655,0.64905,0.1306,0.34236
-0.28823,0.0027167,0.062302,0.64959,0.039898,0.44757
-0.12546,0.064595,0.00083911,0.54896,0.54908,0.03993
-0.1464,0.052312,0.0051979,0.5479,0.44603,0.13073
-0.17738,0.041898,0.015342,0.54695,0.34021,0.23394
-0.21425,0.031353,0.03186,0.54696,0.23397,0.3401
-0.24762,0.019775,0.051644,0.54791,0.13073,0.44589
-0.26228,0.0057646,0.06735,0.54896,0.03993,0.54899
-0.096811,0.11228,0.00041458,0.4475,0.64964,0.039899
-0.10941,0.097191,0.002866,0.44582,0.54802,0.13073
-0.13001,0.08337,0.0093492,0.44409,0.44426,0.2336
-0.15786,0.068661,0.021085,0.44334,0.33867,0.33861
-0.18944,0.051205,0.037722,0.44411,0.23361,0.44416
-0.21758,0.030847,0.056194,0.44584,0.13073,0.54794
-0.22947,0.0089538,0.070048,0.44752,0.039899,0.64961
