"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.061572,0.026641,0.0048567,0.051646,0.05198,0.051618
-0.10443,0.022459,0.0048871,0.15079,0.044456,0.044181
-0.041283,0.10028,0.0043939,0.043907,0.15133,0.044
-0.046165,0.031722,0.018343,0.044161,0.044478,0.15077
-0.16893,0.014311,0.0052304,0.24813,0.042959,0.042788
-0.082921,0.076588,0.0034728,0.13994,0.14081,0.036968
-0.1022,0.022729,0.013347,0.14029,0.037182,0.14026
-0.027583,0.14487,0.0029827,0.042591,0.24851,0.04282
-0.036393,0.093628,0.011494,0.036847,0.14084,0.14014
-0.043998,0.029412,0.017043,0.042851,0.043025,0.24823
-0.2128,0.0084294,0.0056799,0.34848,0.042647,0.042433
-0.13879,0.054848,0.003661,0.24376,0.13794,0.03717
-0.16441,0.014431,0.015247,0.24397,0.037317,0.13758
-0.059444,0.11845,0.0022812,0.13726,0.24437,0.037278
-0.079149,0.074148,0.01045,0.13009,0.13061,0.13021
-0.099534,0.021702,0.021414,0.13763,0.03731,0.24389
-0.0176,0.17774,0.002041,0.04226,0.34872,0.042463
-0.024769,0.13978,0.0074951,0.037078,0.24436,0.13767
-0.034852,0.092447,0.014285,0.037215,0.13802,0.24413
-0.043801,0.028639,0.024307,0.042437,0.042506,0.34861
-0.24583,0.0038044,0.0063388,0.44934,0.042494,0.042317
-0.17875,0.035805,0.0040869,0.34672,0.13714,0.037438
-0.20865,0.008722,0.017371,0.34686,0.037508,0.13666
-0.10229,0.088397,0.0024532,0.24163,0.24222,0.038288
-0.13755,0.052189,0.011829,0.23992,0.1297,0.12952
-0.16213,0.014274,0.025466,0.24184,0.038293,0.24183
-0.041205,0.15027,0.0015016,0.13638,0.34712,0.037495
-0.056588,0.11808,0.0069776,0.12936,0.24028,0.12955
-0.078095,0.072467,0.017817,0.1295,0.12974,0.23999
-0.098075,0.021173,0.030757,0.13669,0.037518,0.34683
-0.011418,0.20151,0.0012919,0.042162,0.4494,0.04233
-0.015998,0.17407,0.004986,0.037321,0.34712,0.1368
-0.024424,0.13867,0.010843,0.038266,0.24223,0.24207
-0.035465,0.090718,0.021969,0.037386,0.13687,0.34709
-0.046043,0.026293,0.033661,0.042231,0.042327,0.44935
-0.27006,-0.00018455,0.0070746,0.54979,0.042305,0.042272
-0.20824,0.019534,0.0046195,0.44867,0.13677,0.03748
-0.24165,0.0043318,0.019703,0.44862,0.037534,0.13635
-0.13327,0.05887,0.0027698,0.34557,0.24136,0.038828
-0.17949,0.034038,0.013607,0.34512,0.12957,0.12937
-0.20663,0.0089395,0.029365,0.3457,0.038825,0.2409
-0.073075,0.1147,0.0015747,0.24071,0.34599,0.038839
-0.10195,0.087839,0.0077724,0.23812,0.23839,0.12986
-0.13643,0.052151,0.021212,0.23816,0.12992,0.23824
-0.16023,0.014388,0.035892,0.24091,0.038842,0.34568
-0.029026,0.17364,0.00088583,0.13609,0.44877,0.037532
-0.039631,0.15121,0.0044574,0.12923,0.34542,0.12941
-0.057116,0.11643,0.013002,0.1298,0.23845,0.23823
-0.078209,0.07068,0.026246,0.12936,0.12947,0.34526
-0.095812,0.020699,0.039498,0.13623,0.037536,0.44864
-0.007719,0.21858,0.00065959,0.042129,0.54978,0.04228
-0.010577,0.19832,0.0028491,0.037373,0.44878,0.13649
-0.016351,0.17293,0.0075123,0.038819,0.34598,0.24118
-0.025266,0.13686,0.017415,0.038823,0.2412,0.34597
-0.035936,0.089167,0.03015,0.037402,0.13648,0.44876
-0.046034,0.023934,0.0438,0.042154,0.042275,0.54976
-0.28626,-0.0036474,0.0077507,0.64992,0.042244,0.042206
-0.22903,0.0056517,0.0051782,0.54955,0.13643,0.037428
-0.26555,0.00058541,0.022129,0.54945,0.03752,0.13625
-0.15645,0.032178,0.0031394,0.44806,0.24099,0.038969
-0.21018,0.0187,0.015478,0.44778,0.12944,0.12926
-0.23982,0.0047059,0.033289,0.44809,0.038969,0.24055
-0.096295,0.07813,0.001744,0.34499,0.34543,0.039496
-0.13468,0.058616,0.008929,0.34375,0.23764,0.13014
-0.17882,0.034931,0.024494,0.34381,0.13018,0.23736
-0.20462,0.0093372,0.041071,0.3451,0.039497,0.34512
-0.052437,0.13462,0.00088773,0.24036,0.44826,0.038987
-0.073328,0.11532,0.0047736,0.23729,0.34404,0.13016
-0.10283,0.08775,0.015027,0.23648,0.23668,0.23655
-0.13602,0.05198,0.030602,0.23741,0.13018,0.34384
-0.15777,0.014531,0.045597,0.24048,0.038989,0.44809
-0.020945,0.19119,0.00036875,0.13599,0.54954,0.037523
-0.028235,0.17505,0.0024336,0.12913,0.44794,0.12931
-0.041017,0.14967,0.008703,0.13011,0.34405,0.23743
