"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.060516,0.027167,0.0048831,0.051646,0.05198,0.051618
-0.099882,0.022219,0.0050717,0.15079,0.044456,0.044181
-0.042637,0.096681,0.0048985,0.043907,0.15133,0.044
-0.046006,0.030127,0.017506,0.044161,0.044478,0.15077
-0.16388,0.015328,0.0050855,0.24813,0.042959,0.042788
-0.085982,0.074666,0.004111,0.13994,0.14081,0.036968
-0.098457,0.022298,0.01492,0.14029,0.037182,0.14026
-0.031928,0.14512,0.0037797,0.042591,0.24851,0.04282
-0.039005,0.090892,0.013366,0.036847,0.14084,0.14014
-0.053562,0.025743,0.023198,0.042851,0.043025,0.24823
-0.20957,0.010624,0.0053026,0.34848,0.042647,0.042433
-0.14491,0.055604,0.0040291,0.24376,0.13794,0.03717
-0.16109,0.015137,0.015573,0.24397,0.037317,0.13758
-0.069052,0.11984,0.0031485,0.13726,0.24437,0.037278
-0.082316,0.072396,0.012831,0.13009,0.13061,0.13021
-0.095333,0.021147,0.023636,0.13763,0.03731,0.24389
-0.023867,0.1858,0.0030512,0.04226,0.34872,0.042463
-0.03002,0.14062,0.01028,0.037078,0.24436,0.13767
-0.039745,0.091483,0.019057,0.037215,0.13802,0.24413
-0.046501,0.027368,0.03175,0.042437,0.042506,0.34861
-0.24719,0.0072679,0.0057178,0.44934,0.042494,0.042317
-0.18891,0.040504,0.0043052,0.34672,0.13714,0.037438
-0.20706,0.010573,0.016835,0.34686,0.037508,0.13666
-0.11888,0.092622,0.0031278,0.24163,0.24222,0.038288
-0.14342,0.052889,0.01322,0.23992,0.1297,0.12952
-0.1595,0.015027,0.025928,0.24184,0.038293,0.24183
-0.054332,0.15788,0.0024757,0.13638,0.34712,0.037495
-0.065651,0.11946,0.0099671,0.12936,0.24028,0.12955
-0.081201,0.070538,0.021035,0.1295,0.12974,0.23999
-0.094723,0.021077,0.03228,0.13669,0.037518,0.34683
-0.017858,0.21821,0.0023902,0.042162,0.4494,0.04233
-0.022549,0.1826,0.0082855,0.037321,0.34712,0.1368
-0.03033,0.14044,0.015947,0.038266,0.24223,0.24207
-0.038332,0.089445,0.027759,0.037386,0.13687,0.34709
-0.04206,0.02752,0.041036,0.042231,0.042327,0.44935
-0.27869,0.0046508,0.0062454,0.54979,0.042305,0.042272
-0.22505,0.028956,0.0047105,0.44867,0.13677,0.03748
-0.2448,0.0073927,0.018394,0.44862,0.037534,0.13635
-0.15686,0.068948,0.0033893,0.34557,0.24136,0.038828
-0.189,0.038458,0.014436,0.34512,0.12957,0.12937
-0.20544,0.010794,0.028567,0.3457,0.038825,0.2409
-0.095807,0.1245,0.0023885,0.24071,0.34599,0.038839
-0.1178,0.091884,0.010126,0.23812,0.23839,0.12986
-0.14222,0.052888,0.023175,0.23816,0.12992,0.23824
-0.15757,0.015257,0.036009,0.24091,0.038842,0.34568
-0.042999,0.18904,0.0018969,0.13609,0.44877,0.037532
-0.051906,0.1589,0.0077399,0.12923,0.34542,0.12941
-0.065827,0.11784,0.017279,0.1298,0.23845,0.23823
-0.080709,0.069659,0.029544,0.12936,0.12947,0.34526
-0.093816,0.021118,0.041953,0.13623,0.037536,0.44864
-0.013358,0.2434,0.0018133,0.042129,0.54978,0.04228
-0.016872,0.21544,0.0065153,0.037373,0.44878,0.13649
-0.02304,0.182,0.013014,0.038819,0.34598,0.24118
-0.030191,0.13889,0.024091,0.038823,0.2412,0.34597
-0.036648,0.087018,0.037254,0.037402,0.13648,0.44876
-0.044602,0.02585,0.048792,0.042154,0.042275,0.54976
-0.30562,0.0024474,0.0068399,0.64992,0.042244,0.042206
-0.25486,0.019675,0.0051495,0.54955,0.13643,0.037428
-0.27605,0.0049287,0.020158,0.54945,0.03752,0.13625
-0.18836,0.049529,0.0037322,0.44806,0.24099,0.038969
-0.22589,0.027533,0.01586,0.44778,0.12944,0.12926
-0.24307,0.0077221,0.031299,0.44809,0.038969,0.24055
-0.12742,0.094147,0.0025277,0.34499,0.34543,0.039496
-0.15735,0.068384,0.011088,0.34375,0.23764,0.13014
-0.18785,0.039248,0.025612,0.34381,0.13018,0.23736
-0.20339,0.011195,0.039629,0.3451,0.039497,0.34512
-0.077386,0.15116,0.0017521,0.24036,0.44826,0.038987
-0.095239,0.1251,0.0075313,0.23729,0.34404,0.13016
-0.1179,0.09194,0.018583,0.23648,0.23668,0.23655
-0.14112,0.053053,0.032668,0.23741,0.13018,0.34384
-0.15516,0.015501,0.045623,0.24048,0.038989,0.44809
-0.03466,0.21457,0.0014064,0.13599,0.54954,0.037523
-0.041304,0.19075,0.0058867,0.12913,0.44794,0.12931
-0.052843,0.15751,0.013641,0.13011,0.34405,0.23743
-0.066431,0.11668,0.025155,0.13013,0.23749,0.34398
-0.08004,0.069049,0.038542,0.12921,0.12932,0.44785
-0.09243,0.020853,0.050765,0.13605,0.037522,0.54948
-0.010569,0.26373,0.0013479,0.042118,0.64993,0.042263
-0.012627,0.24088,0.0049433,0.037371,0.54954,0.13637
-0.017534,0.21477,0.010335,0.038965,0.44826,0.24085
-0.023454,0.18048,0.020255,0.039494,0.34539,0.3454
-0.02968,0.13654,0.032711,0.038969,0.24083,0.44826
-0.036474,0.085059,0.045986,0.037383,0.13636,0.54954
-0.039196,0.026254,0.059207,0.042126,0.04226,0.64992
-0.32865,0.00037138,0.0074752,0.74995,0.042233,0.042209
-0.27921,0.011864,0.0055884,0.64982,0.13632,0.0374
-0.30265,0.0028571,0.022018,0.64981,0.037495,0.13614
-0.21438,0.033421,0.0040648,0.54925,0.24076,0.038981
-0.25605,0.018844,0.017323,0.54903,0.12928,0.12919
-0.27422,0.0053141,0.034171,0.54923,0.038998,0.24044
-0.1539,0.068728,0.002728,0.44774,0.34518,0.039679
-0.18963,0.049344,0.012217,0.4469,0.23727,0.13018
-0.22478,0.028751,0.028047,0.44693,0.13022,0.237
-0.2409,0.0082032,0.043304,0.44778,0.03968,0.34488
-0.10383,0.11563,0.0017733,0.34474,0.44797,0.039681
-0.1281,0.094559,0.008054,0.34294,0.34327,0.13059
-0.15797,0.069355,0.020249,0.34212,0.23582,0.23569
-0.18653,0.040163,0.035908,0.34302,0.13061,0.34303
-0.20066,0.011591,0.049607,0.34482,0.039682,0.4478
-0.063148,0.17391,0.0012208,0.24024,0.54932,0.039009
-0.077174,0.15245,0.0053986,0.23694,0.44708,0.13021
-0.096159,0.12549,0.01412,0.23564,0.34233,0.23573
-0.1182,0.092097,0.026948,0.23568,0.23578,0.34221
-0.13956,0.053256,0.041631,0.23702,0.13022,0.44696
-0.15233,0.015666,0.05428,0.2403,0.039009,0.54925
-0.028609,0.2359,0.0010123,0.13596,0.64984,0.037514
-0.033376,0.21662,0.00435,0.12907,0.5491,0.12924
-0.042623,0.18953,0.010473,0.13016,0.44709,0.23709
-0.054171,0.15635,0.020522,0.13059,0.34321,0.34319
-0.066664,0.11568,0.033311,0.13018,0.23709,0.44706
-0.079142,0.068021,0.047079,0.1291,0.12924,0.54906
-0.090516,0.020793,0.058827,0.13598,0.037513,0.64981
-0.0087478,0.28086,0.00098569,0.042114,0.74998,0.042259
-0.010035,0.2615,0.0036383,0.037364,0.64984,0.13634
-0.013312,0.24026,0.0080424,0.038984,0.54933,0.24074
-0.018216,0.21343,0.016531,0.039679,0.44797,0.34517
-0.02353,0.17822,0.027942,0.03968,0.34515,0.44798
-0.029434,0.13407,0.041144,0.038987,0.24072,0.54933
-0.034815,0.082645,0.054859,0.037369,0.13633,0.64984
-0.036684,0.025662,0.067699,0.042117,0.042257,0.74998
-0.348,-0.0017463,0.0081851,0.84994,0.042254,0.042282
-0.29936,0.004739,0.0060301,0.7499,0.13629,0.037399
