"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.085834,0.027809,0.0075601,0.051646,0.05198,0.051618
-0.10512,0.019972,0.0078909,0.15079,0.044456,0.044181
-0.053351,0.10878,0.0084929,0.043907,0.15133,0.044
-0.061427,0.038057,0.029998,0.044161,0.044478,0.15077
-0.17528,0.0096712,0.0075946,0.24813,0.042959,0.042788
-0.077796,0.067273,0.0054392,0.13994,0.14081,0.036968
-0.10691,0.021058,0.022053,0.14029,0.037182,0.14026
-0.032453,0.14176,0.0062896,0.042591,0.24851,0.04282
-0.042694,0.099206,0.0218,0.036847,0.14084,0.14014
-0.073692,0.027987,0.029077,0.042851,0.043025,0.24823
-0.20909,0.0037107,0.0075508,0.34848,0.042647,0.042433
-0.13259,0.03853,0.0052982,0.24376,0.13794,0.03717
-0.16882,0.010033,0.022548,0.24397,0.037317,0.13758
-0.04486,0.097067,0.0035959,0.13726,0.24437,0.037278
-0.075531,0.066635,0.016698,0.13009,0.13061,0.13021
-0.098577,0.019569,0.033321,0.13763,0.03731,0.24389
-0.016419,0.15963,0.0045525,0.04226,0.34872,0.042463
-0.024933,0.13328,0.015752,0.037078,0.24436,0.13767
-0.044148,0.10245,0.024003,0.037215,0.13802,0.24413
-0.055096,0.03551,0.044016,0.042437,0.042506,0.34861
-0.23384,-0.00014612,0.0079672,0.44934,0.042494,0.042317
-0.16154,0.017311,0.0055662,0.34672,0.13714,0.037438
-0.2028,0.0041152,0.023602,0.34686,0.037508,0.13666
-0.08291,0.058137,0.0036785,0.24163,0.24222,0.038288
-0.13097,0.037219,0.017393,0.23992,0.1297,0.12952
-0.16578,0.0099882,0.036747,0.24184,0.038293,0.24183
-0.019433,0.11502,0.0023243,0.13638,0.34712,0.037495
-0.042786,0.098336,0.011673,0.12936,0.24028,0.12955
-0.072738,0.064488,0.027611,0.1295,0.12974,0.23999
-0.099347,0.019794,0.046502,0.13669,0.037518,0.34683
-0.0070094,0.1651,0.0029779,0.042162,0.4494,0.04233
-0.012008,0.15323,0.011076,0.037321,0.34712,0.1368
-0.02483,0.13461,0.018845,0.038266,0.24223,0.24207
-0.03876,0.098422,0.035503,0.037386,0.13687,0.34709
-0.065835,0.028619,0.047154,0.042231,0.042327,0.44935
-0.25098,-0.0029422,0.0084542,0.54979,0.042305,0.042272
-0.18089,0.0026682,0.0059927,0.44867,0.13677,0.03748
-0.22697,0.00038005,0.025068,0.44862,0.037534,0.13635
-0.10236,0.025746,0.0040317,0.34557,0.24136,0.038828
-0.16234,0.01695,0.01875,0.34512,0.12957,0.12937
-0.19961,0.0043842,0.039616,0.3457,0.038825,0.2409
-0.044607,0.071196,0.0024177,0.24071,0.34599,0.038839
-0.082229,0.059121,0.012256,0.23812,0.23839,0.12986
-0.12922,0.03762,0.030973,0.23816,0.12992,0.23824
-0.16221,0.010247,0.051318,0.24091,0.038842,0.34568
-0.0012367,0.12301,0.0012056,0.13609,0.44877,0.037532
-0.018678,0.11737,0.0076855,0.12923,0.34542,0.12941
-0.041656,0.097151,0.02072,0.1298,0.23845,0.23823
-0.071549,0.064197,0.039467,0.12936,0.12947,0.34526
-0.096366,0.0192,0.058272,0.13623,0.037536,0.44864
-0.0012565,0.15997,0.0014941,0.042129,0.54978,0.04228
-0.0041004,0.15965,0.0066897,0.037373,0.44878,0.13649
-0.01162,0.15363,0.013065,0.038819,0.34598,0.24118
-0.022774,0.13246,0.027537,0.038823,0.2412,0.34597
-0.040901,0.096406,0.043193,0.037402,0.13648,0.44876
-0.053146,0.032784,0.06428,0.042154,0.042275,0.54976
-0.2631,-0.0050992,0.0089185,0.64992,0.042244,0.042206
-0.19275,-0.0073499,0.0063655,0.54955,0.13643,0.037428
-0.24331,-0.0023272,0.026642,0.54945,0.03752,0.13625
-0.11621,0.0012779,0.0044114,0.44806,0.24099,0.038969
-0.18313,0.0031588,0.020107,0.44778,0.12944,0.12926
-0.22399,0.00075677,0.042325,0.44809,0.038969,0.24055
-0.05662,0.033035,0.0026811,0.34499,0.34543,0.039496
-0.10381,0.026786,0.013515,0.34375,0.23764,0.13014
-0.16091,0.018107,0.033799,0.34381,0.13018,0.23736
-0.19646,0.004768,0.055301,0.3451,0.039497,0.34512
-0.01576,0.078579,0.0012931,0.24036,0.44826,0.038987
-0.044385,0.07312,0.0080573,0.23729,0.34404,0.13016
-0.081982,0.060302,0.023028,0.23648,0.23668,0.23655
-0.12693,0.038148,0.04428,0.23741,0.13018,0.34384
-0.15871,0.010484,0.064747,0.24048,0.038989,0.44809
0.011466,0.12289,0.00017455,0.13599,0.54954,0.037523
-0.0013209,0.12541,0.0040336,0.12913,0.44794,0.12931
-0.018199,0.11678,0.014069,0.13011,0.34405,0.23743
-0.04148,0.096924,0.030299,0.13013,0.23749,0.34398
-0.070188,0.062749,0.04987,0.12921,0.12932,0.44785
-0.095183,0.019466,0.068392,0.13605,0.037522,0.54948
0.0027838,0.14852,0.00012597,0.042118,0.64993,0.042263
0.00082108,0.15541,0.0023844,0.037371,0.54954,0.13637
-0.0038435,0.15978,0.0068032,0.038965,0.44826,0.24085
-0.011107,0.15178,0.019093,0.039494,0.34539,0.3454
-0.023157,0.12988,0.033984,0.038969,0.24083,0.44826
-0.036189,0.092252,0.052127,0.037383,0.13636,0.54954
-0.047042,0.033006,0.07004,0.042126,0.04226,0.64992
-0.27233,-0.006935,0.0094255,0.74995,0.042233,0.042209
-0.20066,-0.013817,0.0066824,0.64982,0.13632,0.0374
-0.25501,-0.0043522,0.028155,0.64981,0.037495,0.13614
-0.12524,-0.014789,0.004709,0.54925,0.24076,0.038981
-0.1961,-0.0062836,0.021368,0.54903,0.12928,0.12919
-0.2407,-0.0018602,0.044893,0.54923,0.038998,0.24044
-0.067555,0.0033493,0.0029937,0.44774,0.34518,0.039679
-0.11873,0.0025972,0.014703,0.4469,0.23727,0.13018
-0.18216,0.0046296,0.036106,0.44693,0.13022,0.237
-0.22116,0.0012122,0.059129,0.44778,0.03968,0.34488
-0.021893,0.038445,0.0014604,0.34474,0.44797,0.039681
-0.057791,0.034484,0.0089754,0.34294,0.34327,0.13059
-0.10469,0.028805,0.025185,0.34212,0.23582,0.23569
-0.15889,0.019327,0.048192,0.34302,0.13061,0.34303
-0.19255,0.0051771,0.069843,0.34482,0.039682,0.4478
0.0065088,0.082151,0.00025277,0.24024,0.54932,0.039009
-0.015765,0.080628,0.0043112,0.23694,0.44708,0.13021
-0.044604,0.07483,0.015698,0.23564,0.34233,0.23573
-0.081065,0.06146,0.033821,0.23568,0.23578,0.34221
-0.12412,0.038628,0.056312,0.23702,0.13022,0.44696
-0.15337,0.010801,0.076808,0.2403,0.039009,0.54925
0.019984,0.11725,-0.00081672,0.13596,0.64984,0.037514
0.010731,0.12508,0.00061869,0.12907,0.5491,0.12924
-0.0010687,0.12524,0.0075618,0.13016,0.44709,0.23709
-0.018605,0.11661,0.020993,0.13059,0.34321,0.34319
-0.040509,0.09597,0.038505,0.13018,0.23709,0.44706
-0.067516,0.062598,0.058483,0.1291,0.12924,0.54906
-0.091882,0.019631,0.077746,0.13598,0.037513,0.64981
0.0053216,0.13436,-0.0012272,0.042114,0.74998,0.042259
0.0039751,0.14479,-0.0017368,0.037364,0.64984,0.13634
0.00076847,0.15556,0.00034179,0.038984,0.54933,0.24074
-0.0037856,0.15795,0.010032,0.039679,0.44797,0.34517
-0.011056,0.14909,0.023275,0.03968,0.34515,0.44798
-0.020481,0.1263,0.039963,0.038987,0.24072,0.54933
-0.032136,0.088386,0.057505,0.037369,0.13633,0.64984
-0.042282,0.032229,0.072577,0.042117,0.042257,0.74998
-0.27958,-0.0086792,0.0099803,0.84994,0.042254,0.042282
-0.20662,-0.018063,0.0069428,0.7499,0.13629,0.037399
-0.26391,-0.0059437,0.0297,0.74993,0.037487,0.13615
-0.13179,-0.024189,0.0049317,0.64971,0.24068,0.038976
-0.20467,-0.01235,0.022461,0.64957,0.1292,0.12913
-0.25259,-0.0038134,0.04735,0.6497,0.038992,0.24037
-0.076302,-0.016492,0.0032653,0.54908,0.34506,0.039708
-0.12844,-0.013336,0.015698,0.54852,0.237,0.13014
-0.19563,-0.0046475,0.038137,0.54852,0.13018,0.2369
-0.23825,-0.0013466,0.062677,0.54909,0.039709,0.34478
-0.030522,0.0064869,0.0017211,0.44759,0.44783,0.039875
-0.069217,0.0046476,0.010017,0.44632,0.34287,0.13069
-0.12049,0.0050763,0.027036,0.44566,0.23541,0.2353
-0.1805,0.0061118,0.051477,0.44636,0.1307,0.34264
-0.21736,0.0016943,0.074718,0.44763,0.039875,0.44766
0.0049802,0.042788,0.00037571,0.34465,0.54919,0.039711
-0.02284,0.039879,0.0049504,0.34255,0.44653,0.13069
-0.059089,0.036912,0.017159,0.34099,0.3412,0.23473
-0.10436,0.030919,0.036768,0.34102,0.23478,0.34105
-0.15593,0.02057,0.061371,0.34261,0.1307,0.44638
-0.18726,0.0056102,0.083146,0.34469,0.039711,0.54911
0.022592,0.081619,-0.00074436,0.2402,0.64974,0.039007
0.0062911,0.084052,0.00086107,0.23678,0.54861,0.13018
-0.016182,0.082533,0.008871,0.23525,0.44582,0.23534
-0.0442,0.076525,0.023575,0.2347,0.34116,0.34112
-0.079199,0.062644,0.043544,0.23529,0.23536,0.44574
-0.11953,0.03935,0.06697,0.23683,0.13018,0.54855
-0.14663,0.011159,0.087617,0.24023,0.039007,0.64971
0.025405,0.10902,-0.0018488,0.13595,0.74994,0.03751
0.018801,0.11917,-0.002617,0.12904,0.64961,0.12921
0.010909,0.1253,0.0012163,0.13012,0.54862,0.23694
-0.0016613,0.1252,0.011605,0.13068,0.44652,0.34281
-0.017754,0.11608,0.02668,0.13069,0.3428,0.44651
-0.038334,0.09583,0.045128,0.13013,0.23693,0.5486
-0.063486,0.062394,0.066057,0.12905,0.1292,0.6496
-0.08659,0.01969,0.085243,0.13596,0.037509,0.74993
0.0068645,0.11961,-0.0024827,0.042113,0.84999,0.042258
0.0060163,0.13153,-0.0057107,0.03736,0.74994,0.13633
0.0038898,0.14515,-0.0060331,0.03898,0.64975,0.2407
0.00073683,0.15399,0.00080849,0.039707,0.54919,0.34508
-0.0036169,0.1555,0.011636,0.039874,0.44783,0.44784
-0.0096082,0.14565,0.026624,0.039709,0.34507,0.5492
-0.017689,0.12249,0.043301,0.038982,0.24069,0.64975
-0.0282,0.084749,0.060173,0.037362,0.13632,0.74994
-0.037335,0.0311,0.072329,0.042114,0.042257,0.84999
-0.28522,-0.010449,0.010562,0.94998,0.042351,0.042295
-0.21154,-0.021324,0.0071706,0.84986,0.13631,0.037424
-0.27088,-0.0073801,0.031304,0.85,0.037491,0.13627
-0.13733,-0.029933,0.0050868,0.74987,0.24065,0.038971
-0.21111,-0.016327,0.023393,0.74979,0.12917,0.12912
-0.26169,-0.0053689,0.049738,0.74988,0.038986,0.24038
-0.083239,-0.028106,0.0034376,0.64964,0.34501,0.039704
-0.13537,-0.022689,0.01646,0.64929,0.23689,0.1301
-0.20444,-0.010634,0.039834,0.64928,0.13012,0.23682
-0.25032,-0.0032622,0.066028,0.64963,0.039705,0.34473
-0.03916,-0.015356,0.0019936,0.549,0.44777,0.039904
-0.078096,-0.015282,0.010949,0.54814,0.34264,0.13065
-0.13061,-0.010746,0.028606,0.54766,0.23517,0.2351
-0.19435,-0.0030728,0.054279,0.54815,0.13066,0.34246
-0.23472,-0.00081813,0.079184,0.54901,0.039904,0.4476
-0.0016354,0.011233,0.00060826,0.44753,0.54911,0.039904
-0.031733,0.0075935,0.0058881,0.446,0.44621,0.13078
-0.071146,0.0073356,0.018634,0.4447,0.34057,0.23422
-0.12075,0.0076161,0.039274,0.44472,0.23426,0.34043
-0.17781,0.0076378,0.065617,0.44603,0.13079,0.44606
-0.21221,0.0021878,0.089117,0.44755,0.039904,0.54903
0.024809,0.046277,-0.00060238,0.34462,0.64968,0.039708
0.004127,0.044062,0.0013774,0.34236,0.54825,0.13066
-0.024195,0.042367,0.0098763,0.34037,0.44486,0.23424
-0.059246,0.039712,0.025593,0.3395,0.33962,0.33956
-0.10267,0.033253,0.047479,0.3404,0.23425,0.44477
-0.15156,0.021951,0.073351,0.3424,0.13066,0.54818
-0.18053,0.0060998,0.095213,0.34464,0.039708,0.64965
0.033373,0.078959,-0.0017168,0.24019,0.7499,0.039003
0.02208,0.083403,-0.0023221,0.23671,0.64934,0.13014
0.0056948,0.086064,0.0024318,0.23504,0.54776,0.23514
-0.016082,0.084566,0.013784,0.23419,0.44485,0.34051
-0.042649,0.078418,0.030608,0.2342,0.34052,0.44482
-0.075603,0.064253,0.052008,0.23507,0.23514,0.54772
-0.11344,0.040224,0.076359,0.23673,0.13014,0.64931
-0.13858,0.011559,0.096928,0.2402,0.039002,0.74989
0.028536,0.099763,-0.0028329,0.13594,0.84998,0.037508
0.023869,0.1107,-0.0057556,0.12902,0.74982,0.12919
0.018756,0.11973,-0.0048881,0.13008,0.64934,0.23687
0.010202,0.12552,0.0022934,0.13064,0.54826,0.34262
-0.00093164,0.12507,0.014567,0.13077,0.4462,0.4462
