"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.064811,0.027243,0.0055301,0.051646,0.05198,0.051618
-0.1073,0.022826,0.0055932,0.15079,0.044456,0.044181
-0.045445,0.10393,0.0054873,0.043907,0.15133,0.044
-0.049343,0.032099,0.020054,0.044161,0.044478,0.15077
-0.17482,0.014838,0.0055742,0.24813,0.042959,0.042788
-0.091055,0.078609,0.0044114,0.13994,0.14081,0.036968
-0.10586,0.023209,0.016104,0.14029,0.037182,0.14026
-0.033254,0.15385,0.004241,0.042591,0.24851,0.04282
-0.041397,0.097413,0.014973,0.036847,0.14084,0.14014
-0.056297,0.026304,0.025321,0.042851,0.043025,0.24823
-0.22065,0.0093586,0.0057744,0.34848,0.042647,0.042433
-0.15207,0.056496,0.0042667,0.24376,0.13794,0.03717
-0.17145,0.014916,0.016795,0.24397,0.037317,0.13758
-0.071646,0.12498,0.0033365,0.13726,0.24437,0.037278
-0.086999,0.076324,0.013644,0.13009,0.13061,0.13021
-0.10216,0.021954,0.025224,0.13763,0.03731,0.24389
-0.024168,0.19501,0.0034592,0.04226,0.34872,0.042463
-0.031045,0.14883,0.01153,0.037078,0.24436,0.13767
-0.041691,0.097952,0.020755,0.037215,0.13802,0.24413
-0.047791,0.028699,0.034283,0.042437,0.042506,0.34861
-0.25629,0.0054078,0.0061989,0.44934,0.042494,0.042317
-0.19599,0.038409,0.0045344,0.34672,0.13714,0.037438
-0.21769,0.0095627,0.018127,0.34686,0.037508,0.13666
-0.12252,0.093696,0.0032446,0.24163,0.24222,0.038288
-0.1505,0.053839,0.013967,0.23992,0.1297,0.12952
-0.16958,0.014824,0.027767,0.24184,0.038293,0.24183
-0.055562,0.16358,0.0026446,0.13638,0.34712,0.037495
-0.068034,0.12483,0.010484,0.12936,0.24028,0.12955
-0.085785,0.074413,0.022302,0.1295,0.12974,0.23999
-0.10098,0.02194,0.035232,0.13669,0.037518,0.34683
-0.017723,0.2273,0.0027632,0.042162,0.4494,0.04233
-0.022737,0.19143,0.0094516,0.037321,0.34712,0.1368
-0.031084,0.14849,0.017535,0.038266,0.24223,0.24207
-0.03942,0.095807,0.030378,0.037386,0.13687,0.34709
-0.052361,0.025477,0.042967,0.042231,0.042327,0.44935
-0.28465,0.0023555,0.0067689,0.54979,0.042305,0.042272
-0.2303,0.024349,0.0049502,0.44867,0.13677,0.03748
-0.25352,0.0057896,0.019757,0.44862,0.037534,0.13635
-0.16014,0.065587,0.0034719,0.34557,0.24136,0.038828
-0.19625,0.036555,0.015208,0.34512,0.12957,0.12937
-0.21595,0.0098534,0.030618,0.3457,0.038825,0.2409
-0.09773,0.12568,0.0024821,0.24071,0.34599,0.038839
-0.12148,0.093272,0.010455,0.23812,0.23839,0.12986
-0.14922,0.054045,0.024464,0.23816,0.12992,0.23824
-0.16735,0.015128,0.038707,0.24091,0.038842,0.34568
-0.04398,0.19503,0.0020891,0.13609,0.44877,0.037532
-0.053094,0.16496,0.0082209,0.12923,0.34542,0.12941
-0.068203,0.12324,0.018234,0.1298,0.23845,0.23823
-0.085015,0.073645,0.031809,0.12936,0.12947,0.34526
-0.099737,0.021604,0.044968,0.13623,0.037536,0.44864
-0.013352,0.25242,0.0021729,0.042129,0.54978,0.04228
-0.016753,0.22419,0.0076565,0.037373,0.44878,0.13649
-0.023025,0.19073,0.014602,0.038819,0.34598,0.24118
-0.030529,0.14686,0.02635,0.038823,0.2412,0.34597
-0.039797,0.093834,0.03979,0.037402,0.13648,0.44876
