"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.087834,0.028879,0.0076838,0.051646,0.05198,0.051618
-0.10746,0.022689,0.0066093,0.15079,0.044456,0.044181
-0.059571,0.11391,0.0088349,0.043907,0.15133,0.044
-0.062872,0.037913,0.027844,0.044161,0.044478,0.15077
-0.18393,0.013883,0.0059653,0.24813,0.042959,0.042788
-0.088797,0.077602,0.00514,0.13994,0.14081,0.036968
-0.11047,0.023638,0.018483,0.14029,0.037182,0.14026
-0.043304,0.16074,0.007428,0.042591,0.24851,0.04282
-0.049608,0.10493,0.021486,0.036847,0.14084,0.14014
-0.077715,0.028738,0.030154,0.042851,0.043025,0.24823
-0.22646,0.0088681,0.0056702,0.34848,0.042647,0.042433
-0.15344,0.053592,0.0044604,0.24376,0.13794,0.03717
-0.17931,0.014045,0.017619,0.24397,0.037317,0.13758
-0.065887,0.11946,0.0040123,0.13726,0.24437,0.037278
-0.086346,0.076134,0.015614,0.13009,0.13061,0.13021
-0.10369,0.021973,0.028179,0.13763,0.03731,0.24389
-0.031671,0.19755,0.0064152,0.04226,0.34872,0.042463
-0.036575,0.15275,0.017922,0.037078,0.24436,0.13767
-0.05223,0.10802,0.025529,0.037215,0.13802,0.24413
-0.058826,0.035769,0.044287,0.042437,0.042506,0.34861
-0.26131,0.0057403,0.0058059,0.44934,0.042494,0.042317
-0.19295,0.036776,0.0043405,0.34672,0.13714,0.037438
-0.22244,0.0090851,0.017634,0.34686,0.037508,0.13666
-0.11761,0.085794,0.0034853,0.24163,0.24222,0.038288
-0.15144,0.051061,0.014546,0.23992,0.1297,0.12952
-0.17775,0.013821,0.028821,0.24184,0.038293,0.24183
-0.048365,0.15213,0.0034,0.13638,0.34712,0.037495
-0.0635,0.11982,0.01262,0.12936,0.24028,0.12955
-0.084589,0.073559,0.02553,0.1295,0.12974,0.23999
-0.10516,0.022221,0.039967,0.13669,0.037518,0.34683
-0.023156,0.2249,0.0054968,0.042162,0.4494,0.04233
-0.026637,0.19144,0.015834,0.037321,0.34712,0.1368
-0.037334,0.15417,0.023297,0.038266,0.24223,0.24207
-0.047279,0.10508,0.038585,0.037386,0.13687,0.34709
-0.072338,0.028937,0.051412,0.042231,0.042327,0.44935
-0.29036,0.0036125,0.0061605,0.54979,0.042305,0.042272
-0.22542,0.02542,0.0044732,0.44867,0.13677,0.03748
-0.25723,0.0060939,0.018274,0.44862,0.037534,0.13635
-0.14879,0.060564,0.0033775,0.34557,0.24136,0.038828
-0.19325,0.034956,0.014616,0.34512,0.12957,0.12937
-0.22066,0.0092063,0.029793,0.3457,0.038825,0.2409
-0.090012,0.11118,0.0028669,0.24071,0.34599,0.038839
-0.1167,0.085499,0.01143,0.23812,0.23839,0.12986
-0.15083,0.050894,0.025768,0.23816,0.12992,0.23824
-0.17582,0.013966,0.040753,0.24091,0.038842,0.34568
-0.036666,0.17673,0.0029398,0.13609,0.44877,0.037532
-0.046901,0.15396,0.010732,0.12923,0.34542,0.12941
-0.063485,0.118,0.022227,0.1298,0.23845,0.23823
-0.084684,0.073117,0.036985,0.12936,0.12947,0.34526
