"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.065967,0.026797,0.0060453,0.051646,0.05198,0.051618
-0.094412,0.020718,0.0055339,0.15079,0.044456,0.044181
-0.043947,0.09282,0.006144,0.043907,0.15133,0.044
-0.047789,0.030336,0.021212,0.044161,0.044478,0.15077
-0.15838,0.01382,0.0056366,0.24813,0.042959,0.042788
-0.077983,0.067837,0.0044048,0.13994,0.14081,0.036968
-0.093734,0.020942,0.016383,0.14029,0.037182,0.14026
-0.030231,0.1337,0.0046932,0.042591,0.24851,0.04282
-0.037716,0.086561,0.016103,0.036847,0.14084,0.14014
-0.056276,0.025511,0.024865,0.042851,0.043025,0.24823
-0.20032,0.009029,0.0059076,0.34848,0.042647,0.042433
-0.13342,0.048794,0.0043874,0.24376,0.13794,0.03717
-0.15443,0.01361,0.017254,0.24397,0.037317,0.13758
-0.057571,0.10562,0.0033585,0.13726,0.24437,0.037278
-0.075271,0.066219,0.013833,0.13009,0.13061,0.13021
-0.090002,0.019666,0.026008,0.13763,0.03731,0.24389
-0.0203,0.16419,0.0036366,0.04226,0.34872,0.042463
-0.026786,0.12833,0.012452,0.037078,0.24436,0.13767
-0.038721,0.087096,0.021024,0.037215,0.13802,0.24413
-0.043596,0.028407,0.035574,0.042437,0.042506,0.34861
-0.23433,0.0054687,0.0064431,0.44934,0.042494,0.042317
-0.17181,0.033563,0.0046819,0.34672,0.13714,0.037438
-0.19662,0.0089761,0.018697,0.34686,0.037508,0.13666
-0.10089,0.078434,0.0033842,0.24163,0.24222,0.038288
-0.13202,0.046548,0.014353,0.23992,0.1297,0.12952
-0.15232,0.013466,0.028729,0.24184,0.038293,0.24183
-0.040563,0.13416,0.0026284,0.13638,0.34712,0.037495
-0.055181,0.10564,0.010821,0.12936,0.24028,0.12955
-0.073993,0.064154,0.023011,0.1295,0.12974,0.23999
-0.08934,0.019796,0.036624,0.13669,0.037518,0.34683
-0.013292,0.18524,0.002839,0.042162,0.4494,0.04233
-0.018069,0.16002,0.0099174,0.037321,0.34712,0.1368
-0.027094,0.12813,0.017856,0.038266,0.24223,0.24207
-0.035455,0.084598,0.031257,0.037386,0.13687,0.34709
-0.052214,0.024762,0.042626,0.042231,0.042327,0.44935
-0.26244,0.0025504,0.0071862,0.54979,0.042305,0.042272
-0.20238,0.021469,0.0051152,0.44867,0.13677,0.03748
-0.23053,0.0056303,0.020577,0.44862,0.037534,0.13635
-0.13081,0.054465,0.0036316,0.34557,0.24136,0.038828
-0.1721,0.032014,0.015616,0.34512,0.12957,0.12937
-0.19429,0.0091783,0.031657,0.3457,0.038825,0.2409
-0.073039,0.1009,0.0025992,0.24071,0.34599,0.038839
-0.10023,0.078022,0.011036,0.23812,0.23839,0.12986
-0.13066,0.046388,0.025361,0.23816,0.12992,0.23824
-0.14969,0.013644,0.040211,0.24091,0.038842,0.34568
-0.028073,0.15416,0.0020553,0.13609,0.44877,0.037532
-0.039121,0.13532,0.0084893,0.12923,0.34542,0.12941
-0.055289,0.10397,0.019008,0.1298,0.23845,0.23823
-0.07329,0.063503,0.033125,0.12936,0.12947,0.34526
-0.088017,0.019175,0.046699,0.13623,0.037536,0.44864
-0.008804,0.19857,0.0021808,0.042129,0.54978,0.04228
-0.011937,0.18157,0.0078138,0.037373,0.44878,0.13649
-0.01851,0.15939,0.014856,0.038819,0.34598,0.24118
-0.026317,0.12632,0.027048,0.038823,0.2412,0.34597
-0.036978,0.082609,0.04068,0.037402,0.13648,0.44876
-0.042303,0.026495,0.056657,0.042154,0.042275,0.54976
-0.28539,-0.00017522,0.0080012,0.64992,0.042244,0.042206
-0.22623,0.011272,0.0056168,0.54955,0.13643,0.037428
-0.2581,0.0029403,0.022868,0.54945,0.03752,0.13625
-0.1544,0.034028,0.0039423,0.44806,0.24099,0.038969
-0.20358,0.020629,0.017124,0.44778,0.12944,0.12926
-0.22805,0.0059785,0.034856,0.44809,0.038969,0.24055
-0.094777,0.070273,0.0027433,0.34499,0.34543,0.039496
-0.13175,0.05429,0.011908,0.34375,0.23764,0.13014
-0.17077,0.032666,0.027864,0.34381,0.13018,0.23736
-0.19149,0.0095266,0.044045,0.3451,0.039497,0.34512
-0.051458,0.11662,0.0019649,0.24036,0.44826,0.038987
-0.072981,0.10166,0.0083676,0.23729,0.34404,0.13016
-0.10051,0.078028,0.020349,0.23648,0.23668,0.23655
-0.12926,0.046392,0.036158,0.23741,0.13018,0.34384
-0.14705,0.013723,0.050846,0.24048,0.038989,0.44809
-0.018647,0.16763,0.0015714,0.13599,0.54954,0.037523
-0.02735,0.15584,0.0066092,0.12913,0.44794,0.12931
-0.04,0.13399,0.015263,0.13011,0.34405,0.23743
-0.055919,0.10292,0.028115,0.13013,0.23749,0.34398
-0.073003,0.06185,0.042817,0.12921,0.12932,0.44785
-0.086943,0.019253,0.055907,0.13605,0.037522,0.54948
-0.0055213,0.20606,0.0016663,0.042118,0.64993,0.042263
-0.0079219,0.19531,0.0060485,0.037371,0.54954,0.13637
-0.012483,0.18082,0.012095,0.038965,0.44826,0.24085
-0.018739,0.15781,0.02289,0.039494,0.34539,0.3454
-0.026881,0.124,0.036042,0.038969,0.24083,0.44826
-0.034485,0.079662,0.050907,0.037383,0.13636,0.54954
-0.03845,0.025926,0.065923,0.042126,0.04226,0.64992
-0.30347,-0.0029921,0.008889,0.74995,0.042233,0.042209
-0.24432,0.0020566,0.0060979,0.64982,0.13632,0.0374
-0.28045,0.00040706,0.025404,0.64981,0.037495,0.13614
-0.17263,0.0165,0.0042363,0.54925,0.24076,0.038981
-0.22796,0.011131,0.018735,0.54903,0.12928,0.12919
-0.2555,0.0034047,0.0385,0.54923,0.038998,0.24044
-0.1122,0.044174,0.0029065,0.44774,0.34518,0.039679
-0.15623,0.034288,0.01291,0.4469,0.23727,0.13018
-0.20235,0.02182,0.030434,0.44693,0.13022,0.237
-0.22509,0.0064494,0.0483,0.44778,0.03968,0.34488
-0.06677,0.081427,0.0020072,0.34474,0.44797,0.039681
-0.095911,0.070921,0.0088421,0.34294,0.34327,0.13059
-0.13275,0.05529,0.021862,0.34212,0.23582,0.23569
-0.16918,0.033401,0.039412,0.34302,0.13061,0.34303
-0.18806,0.0098454,0.055255,0.34482,0.039682,0.4478
-0.034993,0.12737,0.0014438,0.24024,0.54932,0.039009
-0.051765,0.11793,0.0062761,0.23694,0.44708,0.13021
-0.074187,0.10211,0.015751,0.23564,0.34233,0.23573
-0.10087,0.078083,0.029792,0.23568,0.23578,0.34221
-0.12772,0.046219,0.04617,0.23702,0.13022,0.44696
-0.14335,0.013844,0.060381,0.2403,0.039009,0.54925
-0.011283,0.17608,0.0011779,0.13596,0.64984,0.037514
-0.018393,0.16955,0.0050713,0.12907,0.5491,0.12924
-0.028604,0.1547,0.012082,0.13016,0.44709,0.23709
-0.041417,0.13296,0.023144,0.13059,0.34321,0.34319
-0.056426,0.10134,0.037015,0.13018,0.23709,0.44706
-0.071906,0.061244,0.051795,0.1291,0.12924,0.54906
-0.085051,0.019135,0.065115,0.13598,0.037513,0.64981
-0.0030638,0.20937,0.001262,0.042114,0.74998,0.042259
-0.0050119,0.20322,0.0046482,0.037364,0.64984,0.13634
-0.0084918,0.19457,0.0097146,0.038984,0.54933,0.24074
-0.013026,0.1794,0.019058,0.039679,0.44797,0.34517
-0.019251,0.15561,0.031093,0.03968,0.34515,0.44798
-0.026094,0.12119,0.045326,0.038987,0.24072,0.54933
-0.032642,0.076787,0.060322,0.037369,0.13633,0.64984
-0.036204,0.025085,0.074013,0.042117,0.042257,0.74998
-0.31703,-0.0060001,0.0097873,0.84994,0.042254,0.042282
-0.25731,-0.0067576,0.0066384,0.7499,0.13629,0.037399
-0.29786,-0.0021794,0.028203,0.74993,0.037487,0.13615
-0.18622,0.00094598,0.0044959,0.64971,0.24068,0.038976
-0.24676,0.0026104,0.020416,0.64957,0.1292,0.12913
-0.27785,0.0010193,0.042495,0.6497,0.038992,0.24037
-0.12587,0.022082,0.0030425,0.54908,0.34506,0.039708
-0.1751,0.017246,0.013901,0.54852,0.237,0.13014
-0.22695,0.012784,0.03319,0.54852,0.13018,0.2369
-0.25233,0.0039943,0.053065,0.54909,0.039709,0.34478
-0.079568,0.051653,0.0020627,0.44759,0.44783,0.039875
-0.114,0.044993,0.0093691,0.44632,0.34287,0.13069
-0.15798,0.036084,0.023457,0.44566,0.23541,0.2353
-0.20076,0.023094,0.042887,0.44636,0.1307,0.34264
-0.22118,0.0069137,0.060221,0.44763,0.039875,0.44766
-0.045565,0.089301,0.0014122,0.34465,0.54919,0.039711
-0.067916,0.08247,0.0064108,0.34255,0.44653,0.13069
-0.098008,0.072416,0.016437,0.34099,0.3412,0.23473
-0.13343,0.056446,0.031669,0.34102,0.23478,0.34105
-0.16706,0.034046,0.049865,0.34261,0.1307,0.44638
-0.18366,0.010141,0.065153,0.34469,0.039711,0.54911
-0.022297,0.13445,0.001026,0.2402,0.64974,0.039007
-0.035498,0.12891,0.0046068,0.23678,0.54861,0.13018
-0.05333,0.11872,0.011995,0.23525,0.44582,0.23534
-0.075649,0.10249,0.023608,0.2347,0.34116,0.34112
-0.10091,0.078001,0.038745,0.23529,0.23536,0.44574
-0.12522,0.046169,0.055265,0.23683,0.13018,0.54855
-0.13898,0.01394,0.069039,0.24023,0.039007,0.64971
-0.0053641,0.18078,0.00086157,0.13595,0.74994,0.03751
-0.011361,0.17811,0.0038438,0.12904,0.64961,0.12921
-0.019738,0.16852,0.0094575,0.13012,0.54862,0.23694
-0.030338,0.15379,0.01876,0.13068,0.44652,0.34281
-0.042447,0.13165,0.031088,0.13069,0.3428,0.44651
-0.056273,0.10025,0.045502,0.13013,0.23693,0.5486
-0.07035,0.060463,0.060645,0.12905,0.1292,0.6496
-0.082374,0.018908,0.073397,0.13596,0.037509,0.74993
-0.0013752,0.20947,0.00095738,0.042113,0.84999,0.042258
-0.0028314,0.2068,0.0035672,0.03736,0.74994,0.13633
-0.0054847,0.20252,0.0077585,0.03898,0.64975,0.2407
-0.0091179,0.19338,0.015704,0.039707,0.54919,0.34508
-0.013478,0.17746,0.026429,0.039874,0.44783,0.44784
-0.019125,0.15304,0.039623,0.039709,0.34507,0.5492
-0.025215,0.11831,0.054279,0.038982,0.24069,0.64975
-0.031105,0.074311,0.068925,0.037362,0.13632,0.74994
-0.034238,0.024229,0.081645,0.042114,0.042257,0.84999
-0.32649,-0.0092058,0.010689,0.94998,0.042351,0.042295
-0.26643,-0.01525,0.0072422,0.84986,0.13631,0.037424
-0.31099,-0.0048697,0.031186,0.85,0.037491,0.13627
-0.1961,-0.013104,0.004743,0.74987,0.24065,0.038971
-0.26066,-0.0054762,0.022315,0.74979,0.12917,0.12912
-0.29546,-0.00136,0.046788,0.74988,0.038986,0.24038
-0.13668,0.0028829,0.0031511,0.64964,0.34501,0.039704
-0.18928,0.002246,0.014827,0.64929,0.23689,0.1301
-0.24608,0.0047658,0.036107,0.64928,0.13012,0.23682
-0.27463,0.0017661,0.058311,0.64963,0.039705,0.34473
-0.090076,0.026849,0.0020924,0.549,0.44777,0.039904
-0.12816,0.023201,0.0098462,0.54814,0.34264,0.13065
-0.17748,0.019838,0.025121,0.54766,0.23517,0.2351
-0.22541,0.014557,0.046595,0.54815,0.13066,0.34246
-0.24802,0.0045933,0.065794,0.54901,0.039904,0.4476
-0.054923,0.057531,0.0013846,0.44753,0.54911,0.039904
-0.081196,0.052768,0.0066041,0.446,0.44621,0.13078
-0.11688,0.047277,0.017171,0.4447,0.34057,0.23422
-0.15911,0.038152,0.033758,0.44472,0.23426,0.34043
-0.19837,0.024316,0.053951,0.44603,0.13079,0.44606
-0.21622,0.0073514,0.07058,0.44755,0.039904,0.54903
-0.029359,0.094835,0.0009342,0.34462,0.64968,0.039708
-0.04667,0.090562,0.0045007,0.34236,0.54825,0.13066
-0.070313,0.084382,0.012028,0.34037,0.44486,0.23424
