"U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.049341,0.023178,0.0051257,0.051646,0.05198,0.051618
-0.092718,0.019241,0.005058,0.15079,0.044456,0.044181
-0.034487,0.08354,0.0048261,0.043907,0.15133,0.044
-0.038573,0.02552,0.017734,0.044161,0.044478,0.15077
-0.14802,0.01289,0.0051715,0.24813,0.042959,0.042788
-0.076896,0.065224,0.0041456,0.13994,0.14081,0.036968
-0.089088,0.019192,0.015146,0.14029,0.037182,0.14026
-0.024233,0.12335,0.0037788,0.042591,0.24851,0.04282
-0.031807,0.078452,0.014114,0.036847,0.14084,0.14014
-0.041803,0.021498,0.024492,0.042851,0.043025,0.24823
-0.18859,0.0080167,0.0054945,0.34848,0.042647,0.042433
-0.12734,0.047576,0.0040962,0.24376,0.13794,0.03717
-0.14478,0.012817,0.015948,0.24397,0.037317,0.13758
-0.058545,0.10273,0.0032433,0.13726,0.24437,0.037278
-0.073275,0.062952,0.013058,0.13009,0.13061,0.13021
-0.087052,0.018165,0.024544,0.13763,0.03731,0.24389
-0.016567,0.15338,0.0030456,0.04226,0.34872,0.042463
-0.022803,0.11951,0.011221,0.037078,0.24436,0.13767
-0.03162,0.077587,0.021065,0.037215,0.13802,0.24413
-0.03626,0.022658,0.033883,0.042437,0.042506,0.34861
-0.21956,0.0040398,0.0060184,0.44934,0.042494,0.042317
-0.16495,0.031679,0.0043644,0.34672,0.13714,0.037438
-0.18563,0.0081168,0.017383,0.34686,0.037508,0.13666
-0.099023,0.077467,0.0032051,0.24163,0.24222,0.038288
-0.12631,0.045312,0.013464,0.23992,0.1297,0.12952
-0.14284,0.012697,0.026761,0.24184,0.038293,0.24183
-0.043278,0.13157,0.0026123,0.13638,0.34712,0.037495
-0.055721,0.10234,0.010381,0.12936,0.24028,0.12955
-0.072425,0.061336,0.022079,0.1295,0.12974,0.23999
-0.085719,0.018056,0.034327,0.13669,0.037518,0.34683
-0.011581,0.17533,0.0024983,0.042162,0.4494,0.04233
-0.015686,0.15067,0.0092357,0.037321,0.34712,0.1368
-0.022848,0.11847,0.018182,0.038266,0.24223,0.24207
-0.030097,0.075575,0.030582,0.037386,0.13687,0.34709
-0.036181,0.021162,0.043182,0.042231,0.042327,0.44935
-0.2431,0.00053264,0.006663,0.54979,0.042305,0.042272
-0.19298,0.017836,0.004751,0.44867,0.13677,0.03748
-0.21657,0.0043754,0.01919,0.44862,0.037534,0.13635
-0.12947,0.052254,0.0033626,0.34557,0.24136,0.038828
-0.16542,0.030159,0.01457,0.34512,0.12957,0.12937
-0.18373,0.0083525,0.029466,0.3457,0.038825,0.2409
-0.074486,0.10109,0.0025094,0.24071,0.34599,0.038839
-0.098461,0.077049,0.01041,0.23812,0.23839,0.12986
-0.12495,0.045324,0.023795,0.23816,0.12992,0.23824
-0.14059,0.012883,0.037376,0.24091,0.038842,0.34568
-0.032545,0.15281,0.0021243,0.13609,0.44877,0.037532
-0.041375,0.13237,0.0083721,0.12923,0.34542,0.12941
-0.055996,0.10084,0.018508,0.1298,0.23845,0.23823
-0.071694,0.060475,0.03155,0.12936,0.12947,0.34526
-0.084137,0.01781,0.044256,0.13623,0.037536,0.44864
-0.0084908,0.19138,0.0020503,0.042129,0.54978,0.04228
-0.011034,0.17303,0.0076175,0.037373,0.44878,0.13649
-0.016046,0.14963,0.015507,0.038819,0.34598,0.24118
-0.022631,0.11673,0.026934,0.038823,0.2412,0.34597
-0.029438,0.073571,0.04011,0.037402,0.13648,0.44876
-0.033237,0.021489,0.052784,0.042154,0.042275,0.54976
-0.25964,-0.0026186,0.0072971,0.64992,0.042244,0.042206
-0.21344,0.0058407,0.0051863,0.54955,0.13643,0.037428
-0.2398,0.0010838,0.021258,0.54945,0.03752,0.13625
-0.15245,0.029344,0.0035923,0.44806,0.24099,0.038969
-0.19425,0.017128,0.015939,0.44778,0.12944,0.12926
-0.21467,0.0047683,0.032509,0.44809,0.038969,0.24055
-0.098292,0.069353,0.002524,0.34499,0.34543,0.039496
