run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S12_M1PHIC_20260909T052951Z,1,SENT,PENDING,16.0462,-4.1,-1.13
CTPI_H01_S12_M1PHIC_20260909T052951Z,1,RESULT,SUCCEEDED,16.8295,-4.1,-1.13
CTPI_H01_S12_M1PHIC_20260909T052951Z,2,SENT,PENDING,32.8379,-5,-0.83
CTPI_H01_S12_M1PHIC_20260909T052951Z,2,RESULT,SUCCEEDED,33.63,-5,-0.83
CTPI_H01_S12_M1PHIC_20260909T052951Z,3,SENT,PENDING,50.4622,-5.9,-0.83
CTPI_H01_S12_M1PHIC_20260909T052951Z,3,RESULT,SUCCEEDED,51.2318,-5.9,-0.83
CTPI_H01_S12_M1PHIC_20260909T052951Z,4,SENT,PENDING,68.1944,-1.7,0.37
CTPI_H01_S12_M1PHIC_20260909T052951Z,4,RESULT,SUCCEEDED,71.4452,-1.7,0.37
CTPI_H01_S12_M1PHIC_20260909T052951Z,5,SENT,PENDING,88.3743,-4.1,-0.53
CTPI_H01_S12_M1PHIC_20260909T052951Z,5,RESULT,SUCCEEDED,90.4536,-4.1,-0.53
CTPI_H01_S12_M1PHIC_20260909T052951Z,6,SENT,PENDING,107.278,-3.8,-2.03
CTPI_H01_S12_M1PHIC_20260909T052951Z,6,RESULT,SUCCEEDED,108.446,-3.8,-2.03
CTPI_H01_S12_M1PHIC_20260909T052951Z,7,SENT,PENDING,125.295,-4.4,-2.03
CTPI_H01_S12_M1PHIC_20260909T052951Z,7,RESULT,SUCCEEDED,125.803,-4.4,-2.03
CTPI_H01_S12_M1PHIC_20260909T052951Z,8,SENT,PENDING,142.704,-5,-0.23
CTPI_H01_S12_M1PHIC_20260909T052951Z,8,RESULT,SUCCEEDED,144.025,-5,-0.23
CTPI_H01_S12_M1PHIC_20260909T052951Z,9,SENT,PENDING,160.968,-3.2,-2.33
CTPI_H01_S12_M1PHIC_20260909T052951Z,9,RESULT,SUCCEEDED,163.014,-3.2,-2.33
CTPI_H01_S12_M1PHIC_20260909T052951Z,10,SENT,PENDING,179.916,-3.5,-1.13
CTPI_H01_S12_M1PHIC_20260909T052951Z,10,RESULT,SUCCEEDED,180.827,-3.5,-1.13
CTPI_H01_S12_M1PHIC_20260909T052951Z,11,SENT,PENDING,197.971,-4.4,0.0700002
CTPI_H01_S12_M1PHIC_20260909T052951Z,11,RESULT,SUCCEEDED,199.191,-4.4,0.0700002
CTPI_H01_S12_M1PHIC_20260909T052951Z,12,SENT,PENDING,216.125,-0.8,0.37
CTPI_H01_S12_M1PHIC_20260909T052951Z,12,RESULT,SUCCEEDED,218.806,-0.8,0.37
CTPI_H01_S12_M1PHIC_20260909T052951Z,13,SENT,PENDING,235.725,-2.6,-1.43
CTPI_H01_S12_M1PHIC_20260909T052951Z,13,RESULT,SUCCEEDED,238.204,-2.6,-1.43
