steady_ns,source_update_id,cell_index,x,y,internal_u,internal_v,magnitude
63204811943202,1,30,-7.1000003814697266,-7.4300003051757812,-0.02918200008571148,0.011731999926269054,0.031452010289843825
63204811943202,1,31,-6.8000001907348633,-7.4300003051757812,-0.05838700011372566,0.012395000085234642,0.059688171436166206
63204811943202,1,32,-6.5,-7.4300003051757812,-0.09517499804496765,0.058414001017808914,0.11167128443681561
63204811943202,1,33,-6.2000002861022949,-7.4300003051757812,-0.08973100036382675,0.10773000121116638,0.1402048700553978
63204811943202,1,34,-5.9000000953674316,-7.4300003051757812,-0.07409600168466568,0.1042800024151802,0.1279239475992043
63204811943202,1,35,-5.6000003814697266,-7.4300003051757812,-0.0460750013589859,0.06568299978971481,0.08023192763237232
63204811943202,1,36,-5.3000001907348633,-7.4300003051757812,0.020397000014781952,0.025143999606370926,0.03237681772207077
63204811943202,1,37,-5,-7.4300003051757812,0.06863799691200256,0.03873400017619133,0.07881305342226796
63204811943202,1,40,-4.1000003814697266,-7.4300003051757812,-0.03355100005865097,0.05167200043797493,0.06160897040364884
63204811943202,1,41,-3.7999999523162842,-7.4300003051757812,-0.03962700068950653,0.02975899912416935,0.049557009721314535
63204811943202,1,42,-3.5,-7.4300003051757812,-0.016984999179840088,0.05471999943256378,0.057295449514241086
63204811943202,1,43,-3.1999998092651367,-7.4300003051757812,0.011548999696969986,0.10262999683618546,0.10327775968036898
63204811943202,1,44,-2.9000000953674316,-7.4300003051757812,0.01754399947822094,0.12052000313997269,0.1217902421154948
63204811943202,1,49,-1.4000000953674316,-7.4300003051757812,-0.0003216199984308332,-7.698799890931696e-05,0.000330706176789473
63204811943202,1,50,-1.0999999046325684,-7.4300003051757812,-0.0002900300023611635,-3.899999865097925e-05,0.0002926403973555136
63204811943202,1,51,-0.79999971389770508,-7.4300003051757812,-0.0001563300029374659,-4.2374998884042725e-05,0.0001619713256994914
63204811943202,1,52,-0.5,-7.4300003051757812,-9.526799658488017e-06,-5.439899905468337e-05,5.522690476465624e-05
63204811943202,1,53,-0.19999980926513672,-7.4300003051757812,8.128400077112019e-05,-5.075599983683787e-05,9.58293290219469e-05
63204811943202,1,54,0.099999904632568359,-7.4300003051757812,7.453600119333714e-05,-5.2307001169538125e-05,9.105843093993668e-05
63204811943202,1,55,0.40000009536743164,-7.4300003051757812,6.215499888639897e-05,-8.302999776788056e-05,0.00010371704014241107
63204811943202,1,56,0.69999980926513672,-7.4300003051757812,3.603900040616281e-05,-0.0002146399929188192,0.00021764451775881273
63204811943202,1,59,-7.1000003814697266,-7.130000114440918,-0.006023299880325794,0.03316999971866608,0.03371244611096383
63204811943202,1,60,-6.8000001907348633,-7.130000114440918,-0.03277700021862984,0.05472800135612488,0.06379252209913061
63204811943202,1,61,-6.5,-7.130000114440918,-0.056786999106407166,0.09928499907255173,0.11437777016688026
63204811943202,1,62,-6.2000002861022949,-7.130000114440918,-0.06251800060272217,0.1418599933385849,0.15502502413928315
