steady_ns,source_update_id,cell_index,x,y,internal_u,internal_v,magnitude
63204811943202,1,30,-7.1000003814697266,-7.4300003051757812,-0.012631000019609928,0.035399001091718674,0.03758498955416758
63204811943202,1,31,-6.8000001907348633,-7.4300003051757812,-0.027219999581575394,0.04556899890303612,0.05307977051802194
63204811943202,1,32,-6.5,-7.4300003051757812,-0.041648998856544495,0.07394599914550781,0.0848684269642126
63204811943202,1,33,-6.2000002861022949,-7.4300003051757812,-0.0247770007699728,0.11037000268697739,0.11311691854129792
63204811943202,1,34,-5.9000000953674316,-7.4300003051757812,0.003875700058415532,0.12341000139713287,0.12347084471964684
63204811943202,1,35,-5.6000003814697266,-7.4300003051757812,0.020951999351382256,0.12229999899864197,0.12408173125761966
63204811943202,1,36,-5.3000001907348633,-7.4300003051757812,0.02768700011074543,0.11527000367641449,0.11854848680051984
63204811943202,1,37,-5,-7.4300003051757812,-0.005927899852395058,0.06242400035262108,0.06270483088793129
63204811943202,1,40,-4.1000003814697266,-7.4300003051757812,0.0022676000371575356,0.013573000207543373,0.013761117126254297
63204811943202,1,41,-3.7999999523162842,-7.4300003051757812,-0.0009423500159755349,0.044456999748945236,0.044466986070907995
63204811943202,1,42,-3.5,-7.4300003051757812,-0.009534300304949284,0.10819000005722046,0.10860929515785617
63204811943202,1,43,-3.1999998092651367,-7.4300003051757812,-0.00624459981918335,0.11368999630212784,0.11386136432556737
63204811943202,1,44,-2.9000000953674316,-7.4300003051757812,0.02621999941766262,0.07518500089645386,0.07962582953578566
63204811943202,1,49,-1.4000000953674316,-7.4300003051757812,-0.0006307099829427898,-0.0006263700197450817,0.0008888950917960725
63204811943202,1,50,-1.0999999046325684,-7.4300003051757812,-0.00045618999865837395,-0.0004419499891810119,0.0006351606944805572
63204811943202,1,51,-0.79999971389770508,-7.4300003051757812,-9.605599916540086e-05,-0.00030509999487549067,0.0003198636613444671
63204811943202,1,52,-0.5,-7.4300003051757812,0.00016562000382691622,-0.00021189000108279288,0.00026893746155285563
63204811943202,1,53,-0.19999980926513672,-7.4300003051757812,0.00035131999175064266,-0.00018698000349104404,0.0003979789671693499
63204811943202,1,54,0.099999904632568359,-7.4300003051757812,0.00038281999877654016,-0.00019854999845847487,0.00043124616328859156
63204811943202,1,55,0.40000009536743164,-7.4300003051757812,0.00034450998646207154,-0.00021204999939072877,0.00040453965567507075
63204811943202,1,56,0.69999980926513672,-7.4300003051757812,0.0002703299978747964,-0.0003177099861204624,0.00041715457930082924
63204811943202,1,59,-7.1000003814697266,-7.130000114440918,-0.024538999423384666,0.05731299892067909,0.0623453473643594
63204811943202,1,60,-6.8000001907348633,-7.130000114440918,-0.045083001255989075,0.07432299852371216,0.08692747040955023
63204811943202,1,61,-6.5,-7.130000114440918,-0.06355299800634384,0.10627000033855438,0.12382365092158562
63204811943202,1,62,-6.2000002861022949,-7.130000114440918,-0.06319499760866165,0.13537000119686127,0.14939426008651394
63204811943202,1,63,-5.9000000953674316,-7.130000114440918,-0.04828000068664551,0.14093999564647675,0.14898000147379303
63204811943202,1,64,-5.6000003814697266,-7.130000114440918,-0.01759899966418743,0.12951000034809113,0.13070028683726226
63204811943202,1,65,-5.3000001907348633,-7.130000114440918,0.032885000109672546,0.12713000178337097,0.1313143578808238
63204811943202,1,66,-5,-7.130000114440918,0.04945499822497368,0.13708999752998352,0.1457376556426068
