steady_ns,source_update_id,cell_index,x,y,internal_u,internal_v,magnitude
63204811943202,1,30,-7.1000003814697266,-7.4300003051757812,-0.028767000883817673,0.037369001656770706,0.0471591202703496
63204811943202,1,31,-6.8000001907348633,-7.4300003051757812,-0.05170999839901924,0.03853999823331833,0.06449228944804761
63204811943202,1,32,-6.5,-7.4300003051757812,-0.07524500042200089,0.07399299740791321,0.10553091373580713
63204811943202,1,33,-6.2000002861022949,-7.4300003051757812,-0.06168400123715401,0.11379999667406082,0.1294424785441065
63204811943202,1,34,-5.9000000953674316,-7.4300003051757812,-0.03365999832749367,0.11856000125408173,0.12324556537569512
63204811943202,1,35,-5.6000003814697266,-7.4300003051757812,-2.7686999601428397e-05,0.10480000078678131,0.10480000444408058
63204811943202,1,36,-5.3000001907348633,-7.4300003051757812,0.04812199994921684,0.09368400275707245,0.1053205547445492
63204811943202,1,37,-5,-7.4300003051757812,0.044197000563144684,0.07295899838209152,0.08530176026141925
63204811943202,1,40,-4.1000003814697266,-7.4300003051757812,-0.020911000669002533,0.037707000970840454,0.04311714126880384
63204811943202,1,41,-3.7999999523162842,-7.4300003051757812,-0.02949799969792366,0.04648999869823456,0.055058622986236726
63204811943202,1,42,-3.5,-7.4300003051757812,-0.016311999410390854,0.1003900021314621,0.10170660673092755
63204811943202,1,43,-3.1999998092651367,-7.4300003051757812,0.003518099896609783,0.13804000616073608,0.13808483018687673
63204811943202,1,44,-2.9000000953674316,-7.4300003051757812,0.018921999260783195,0.12052000313997269,0.1219963655724387
63204811943202,1,49,-1.4000000953674316,-7.4300003051757812,-0.00020342999778222293,-0.00015433999942615628,0.00025535191289775204
63204811943202,1,50,-1.0999999046325684,-7.4300003051757812,-0.00015327999426517636,-0.000106229999801144,0.00018649281353361462
63204811943202,1,51,-0.79999971389770508,-7.4300003051757812,-6.318800296867266e-05,-8.007299766177312e-05,0.00010200200328283415
63204811943202,1,52,-0.5,-7.4300003051757812,1.804000021365937e-05,-6.965400098124519e-05,7.19522165079307e-05
63204811943202,1,53,-0.19999980926513672,-7.4300003051757812,7.310300134122372e-05,-5.6297001719940454e-05,9.22680942024378e-05
63204811943202,1,54,0.099999904632568359,-7.4300003051757812,9.131599654210731e-05,-5.613000030280091e-05,0.00010718763062252373
63204811943202,1,55,0.40000009536743164,-7.4300003051757812,8.471000182908028e-05,-7.726500189164653e-05,0.00011465454603808315
63204811943202,1,56,0.69999980926513672,-7.4300003051757812,6.872900121379644e-05,-0.00010040000051958486,0.00012167101426460894
63204811943202,1,59,-7.1000003814697266,-7.130000114440918,-0.019161999225616455,0.057204000651836395,0.060328102115828446
63204811943202,1,60,-6.8000001907348633,-7.130000114440918,-0.04448400065302849,0.07006199657917023,0.0829910216755903
63204811943202,1,61,-6.5,-7.130000114440918,-0.06708800047636032,0.1044899970293045,0.12417310210790494
63204811943202,1,62,-6.2000002861022949,-7.130000114440918,-0.07434699684381485,0.13389000296592712,0.15314701705847944
63204811943202,1,63,-5.9000000953674316,-7.130000114440918,-0.0735429972410202,0.13207000494003296,0.15116566623427766
63204811943202,1,64,-5.6000003814697266,-7.130000114440918,-0.05980300158262253,0.09802500158548355,0.11482726128461483
63204811943202,1,65,-5.3000001907348633,-7.130000114440918,-0.011629000306129456,0.06415499746799469,0.0652004397856208
63204811943202,1,66,-5,-7.130000114440918,0.026322999969124794,0.08315999805927277,0.08722663357365566
63204811943202,1,69,-4.1000003814697266,-7.130000114440918,-0.010714000090956688,0.056752998381853104,0.057755455355140616
63204811943202,1,70,-3.7999999523162842,-7.130000114440918,-0.016395000740885735,0.06112600117921829,0.0632865236006485
63204811943202,1,71,-3.5,-7.130000114440918,-0.012326999567449093,0.09414900094270706,0.09495256340323702
