run_uuid,goal_id,event,outcome,sim_time,goal_x,goal_y
CTPI_H01_S7_M1F_20260908T154831Z,1,SENT,PENDING,15.9573,-4.1,-1.13
CTPI_H01_S7_M1F_20260908T154831Z,1,RESULT,SUCCEEDED,16.7207,-4.1,-1.13
CTPI_H01_S7_M1F_20260908T154831Z,2,SENT,PENDING,32.7389,-5,-0.83
CTPI_H01_S7_M1F_20260908T154831Z,2,RESULT,SUCCEEDED,33.5094,-5,-0.83
CTPI_H01_S7_M1F_20260908T154831Z,3,SENT,PENDING,50.3841,-5.9,-0.83
CTPI_H01_S7_M1F_20260908T154831Z,3,RESULT,SUCCEEDED,51.0975,-5.9,-0.83
CTPI_H01_S7_M1F_20260908T154831Z,4,SENT,PENDING,68.4811,-5.9,-5.03
CTPI_H01_S7_M1F_20260908T154831Z,4,RESULT,SUCCEEDED,77.5328,-5.9,-5.03
CTPI_H01_S7_M1F_20260908T154831Z,5,SENT,PENDING,94.8483,-3.2,-5.93
CTPI_H01_S7_M1F_20260908T154831Z,5,RESULT,SUCCEEDED,99.7005,-3.2,-5.93
CTPI_H01_S7_M1F_20260908T154831Z,6,SENT,PENDING,117.056,-0.2,-6.53
CTPI_H01_S7_M1F_20260908T154831Z,6,RESULT,SUCCEEDED,122.108,-0.2,-6.53
CTPI_H01_S7_M1F_20260908T154831Z,7,SENT,PENDING,139.149,0.4,-6.83
CTPI_H01_S7_M1F_20260908T154831Z,7,RESULT,SUCCEEDED,139.759,0.4,-6.83
CTPI_H01_S7_M1F_20260908T154831Z,8,SENT,PENDING,156.832,-0.2,-7.13
CTPI_H01_S7_M1F_20260908T154831Z,8,RESULT,SUCCEEDED,157.492,-0.2,-7.13
CTPI_H01_S7_M1F_20260908T154831Z,9,SENT,PENDING,174.615,0.4,-7.43
CTPI_H01_S7_M1F_20260908T154831Z,9,RESULT,SUCCEEDED,175.275,0.4,-7.43
CTPI_H01_S7_M1F_20260908T154831Z,10,SENT,PENDING,192.357,-1.4,-3.23
CTPI_H01_S7_M1F_20260908T154831Z,10,RESULT,SUCCEEDED,195.701,-1.4,-3.23
CTPI_H01_S7_M1F_20260908T154831Z,11,SENT,PENDING,212.711,0.0999999,-5.93
CTPI_H01_S7_M1F_20260908T154831Z,11,RESULT,SUCCEEDED,215.307,0.0999999,-5.93
CTPI_H01_S7_M1F_20260908T154831Z,12,SENT,PENDING,232.328,-3.5,2.17
CTPI_H01_S7_M1F_20260908T154831Z,12,RESULT,SUCCEEDED,239.73,-3.5,2.17
