run_uuid,source_update_id,sim_time,time_since_previous_update,wall_start_epoch,wall_end_epoch,native_candidate_count,native_forward_simulation_count,native_update_wall_s,robot_x,robot_y,robot_z,robot_yaw,grid_width,grid_height,cell_size,origin_x,origin_y
CTPI_H01_S12_M1R_20260912T134634Z,1,66.398602263000001,-1,1789220877.8155651,1789220878.2631395,166,166,0.44757437705993652,-5.9000000953674316,-0.82999992370605469,0.29999999999999999,2.4668517193165553,29,38,0.30000001192092896,-7.5500001907348633,-7.880000114440918
CTPI_H01_S12_M1R_20260912T134634Z,2,121.398702165,55.000099902000002,1789220932.8156836,1789220933.2671907,142,142,0.4515070915222168,-2,1.5700006484985352,0.29999999999999999,1.5707963281644883,29,38,0.30000001192092896,-7.5500001907348633,-7.880000114440918
CTPI_H01_S12_M1R_20260912T134634Z,3,172.19899195400001,50.800289789000004,1789220983.6159987,1789220984.0652416,146,146,0.44924283027648926,-2,2.4700002670288086,0.29999999999999999,1.5707963301210488,29,38,0.30000001192092896,-7.5500001907348633,-7.880000114440918
CTPI_H01_S12_M1R_20260912T134634Z,4,222.59930513099999,50.400313176999987,1789221034.0163167,1789221034.5101871,146,146,0.49387049674987793,-0.79999971389770508,2.1700000762939453,0.29999999999999999,0.26060239000835694,29,38,0.30000001192092896,-7.5500001907348633,-7.880000114440918
